date,bdi,bdi_status,bci,bci_status,bpi,bpi_status,bsi,bsi_status,bhsi,bhsi_status,vessel_availability_index,bdi_30d_roc,shipping_demand_index,iron_ore_price,iron_ore_status,coking_coal_price,coking_coal_status,china_iron_ore_imports,china_iron_ore_imports_status,usd_inr_rate,usd_inr_status,bunker_vlsfo_price,bunker_ifo380_price,bunker_status,commodity_demand_index,global_trade_index,global_fleet_utilization_pct,month,day_of_week,monsoon_flag,cyclone_season_flag,cyclone_active,days_since_last_cyclone,quarter,week_of_year,day_of_year,is_monsoon,is_winter,is_summer,cyclone_count,days_since_cyclone,cyclone_risk_index,weather_disruption_index,weather_disruption_flag,disruption_flag,market_shock_flag,port_disruption_flag,vessel_speed_knots,distance_nm,estimated_voyage_days,vessel_dwt,vessel_loa_m,vessel_beam_m,vessel_draft_m,vessel_age_years,fuel_consumption_penalty_factor,wb_coal_price_usd_tonne,wb_iron_ore_price_usd_tonne,china_crude_steel_production_mt,china_crude_steel_production_yoy_pct,india_crude_steel_production_mt,india_finished_steel_consumption_mt,port_cargo_mt_chennai,port_cargo_mt_kamarajar_(ennore),port_cargo_mt_paradip,port_cargo_mt_syama_prasad_mookerjee_(kolkata_and_haldia),port_cargo_mt_v.o._chidambaranar_(tuticorin),port_cargo_mt_visakhapatnam,cargo_tonnage,freight_rate_per_tonne,bdi_lag_1,bdi_lag_7,bdi_lag_30,bdi_7d_avg,bdi_7d_std,bdi_7d_vol,bdi_30d_avg,bdi_30d_std,bdi_30d_vol,bdi_90d_avg,bdi_90d_std,bdi_90d_vol,bci_lag_1,bci_lag_7,bci_lag_30,bci_7d_avg,bci_7d_std,bci_7d_vol,bci_30d_avg,bci_30d_std,bci_30d_vol,bci_90d_avg,bci_90d_std,bci_90d_vol,bpi_lag_1,bpi_lag_7,bpi_lag_30,bpi_7d_avg,bpi_7d_std,bpi_7d_vol,bpi_30d_avg,bpi_30d_std,bpi_30d_vol,bpi_90d_avg,bpi_90d_std,bpi_90d_vol,bsi_lag_1,bsi_lag_7,bsi_lag_30,bsi_7d_avg,bsi_7d_std,bsi_7d_vol,bsi_30d_avg,bsi_30d_std,bsi_30d_vol,bsi_90d_avg,bsi_90d_std,bsi_90d_vol,bhsi_lag_1,bhsi_lag_7,bhsi_lag_30,bhsi_7d_avg,bhsi_7d_std,bhsi_7d_vol,bhsi_30d_avg,bhsi_30d_std,bhsi_30d_vol,bhsi_90d_avg,bhsi_90d_std,bhsi_90d_vol,iron_ore_price_lag_1,iron_ore_price_lag_7,iron_ore_price_lag_30,iron_ore_price_7d_avg,iron_ore_price_7d_std,iron_ore_price_7d_vol,iron_ore_price_30d_avg,iron_ore_price_30d_std,iron_ore_price_30d_vol,iron_ore_price_90d_avg,iron_ore_price_90d_std,iron_ore_price_90d_vol,coking_coal_price_lag_1,coking_coal_price_lag_7,coking_coal_price_lag_30,coking_coal_price_7d_avg,coking_coal_price_7d_std,coking_coal_price_7d_vol,coking_coal_price_30d_avg,coking_coal_price_30d_std,coking_coal_price_30d_vol,coking_coal_price_90d_avg,coking_coal_price_90d_std,coking_coal_price_90d_vol,usd_inr_rate_lag_1,usd_inr_rate_lag_7,usd_inr_rate_lag_30,usd_inr_rate_7d_avg,usd_inr_rate_7d_std,usd_inr_rate_7d_vol,usd_inr_rate_30d_avg,usd_inr_rate_30d_std,usd_inr_rate_30d_vol,usd_inr_rate_90d_avg,usd_inr_rate_90d_std,usd_inr_rate_90d_vol,bunker_vlsfo_price_lag_1,bunker_vlsfo_price_lag_7,bunker_vlsfo_price_lag_30,bunker_vlsfo_price_7d_avg,bunker_vlsfo_price_7d_std,bunker_vlsfo_price_7d_vol,bunker_vlsfo_price_30d_avg,bunker_vlsfo_price_30d_std,bunker_vlsfo_price_30d_vol,bunker_vlsfo_price_90d_avg,bunker_vlsfo_price_90d_std,bunker_vlsfo_price_90d_vol,bunker_ifo380_price_lag_1,bunker_ifo380_price_lag_7,bunker_ifo380_price_lag_30,bunker_ifo380_price_7d_avg,bunker_ifo380_price_7d_std,bunker_ifo380_price_7d_vol,bunker_ifo380_price_30d_avg,bunker_ifo380_price_30d_std,bunker_ifo380_price_30d_vol,bunker_ifo380_price_90d_avg,bunker_ifo380_price_90d_std,bunker_ifo380_price_90d_vol,china_iron_ore_imports_lag_1,china_iron_ore_imports_lag_7,china_iron_ore_imports_lag_30,china_iron_ore_imports_7d_avg,china_iron_ore_imports_7d_std,china_iron_ore_imports_7d_vol,china_iron_ore_imports_30d_avg,china_iron_ore_imports_30d_std,china_iron_ore_imports_30d_vol,china_iron_ore_imports_90d_avg,china_iron_ore_imports_90d_std,china_iron_ore_imports_90d_vol,disruption_event_flag,voyage_days_calc,fuel_cost_proxy,vessel_age_0-5yr,vessel_age_5-10yr,vessel_age_10-15yr,vessel_age_15yr+,vessel_type_Aframax / Suezmax Tanker,vessel_type_Capesize Bulk,vessel_type_Feeder Container,vessel_type_Panamax / Kamsarmax Bulk,vessel_type_Supramax / Ultramax Bulk,cargo_type_Coking Coal,cargo_type_Iron Ore Fines,cargo_type_Lump Iron Ore,cargo_type_Pellets,cargo_type_Thermal Coal,origin_port_Hay Point (AU),origin_port_Muara Pantai (ID),origin_port_Newcastle (AU),origin_port_Port Hedland (AU),origin_port_Richards Bay (ZA),origin_port_Tubarao (BR),destination_port_Chennai,destination_port_Kamarajar (Ennore),destination_port_Paradip,destination_port_Syama Prasad Mookerjee (Kolkata & Haldia),destination_port_V.O. Chidambaranar (Tuticorin),destination_port_Visakhapatnam,shock_type_none,shock_type_rate_shock,bdi_outlier_flag,bci_outlier_flag,bpi_outlier_flag,bsi_outlier_flag,bhsi_outlier_flag,iron_ore_price_outlier_flag,coking_coal_price_outlier_flag,usd_inr_rate_outlier_flag,bunker_vlsfo_price_outlier_flag,bunker_ifo380_price_outlier_flag,china_iron_ore_imports_outlier_flag,freight_rate_per_tonne_outlier_flag
2022-03-03,2546.0,forward_filled,2175.0,forward_filled,3111.0,forward_filled,2983.0,forward_filled,1715.0,forward_filled,0.9108300316211578,-0.0557737627651218,24.528653079021268,149.68,forward_filled,3156.0,forward_filled,87.0,real,76.159,forward_filled,938.0,706.0,forward_filled,41.30235268579308,44.14501314113853,34.717191847412764,3,3,0,0,0.0,0.0,1,9,62,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,11683.8,34.53,62022.4,194.51,32.08,12.61,8.2,1.026,316.3,152.2,88.3,-6.4,10.9,10.1,4.2,3.26,11.49,4.93,3.18,5.82,57060.60800000001,35.527429542465214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,34.526595744680854,962.388,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06,2546.0,forward_filled,2175.0,forward_filled,3111.0,forward_filled,2983.0,forward_filled,1715.0,forward_filled,0.9108300316211578,-0.0557737627651218,24.528653079021268,149.68,forward_filled,3156.0,forward_filled,87.0,real,76.159,forward_filled,938.0,706.0,forward_filled,41.30235268579308,44.14501314113853,34.717191847412764,3,6,0,0,0.0,0.0,1,9,65,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,10351.7,30.37,201917.7,274.72,45.17,16.73,2.4,1.0,316.3,152.2,88.3,-6.4,10.9,10.1,4.2,3.26,11.49,4.93,3.18,5.82,185764.284,13.126304742155924,,,,2546.0,,,2546.0,,,2546.0,,,,,,2175.0,,,2175.0,,,2175.0,,,,,,3111.0,,,3111.0,,,3111.0,,,,,,2983.0,,,2983.0,,,2983.0,,,,,,1715.0,,,1715.0,,,1715.0,,,,,,149.68,,,149.68,,,149.68,,,,,,3156.0,,,3156.0,,,3156.0,,,,,,76.159,,,76.159,,,76.159,,,,,,938.0,,,938.0,,,938.0,,,,,,706.0,,,706.0,,,706.0,,,,,,87.0,,,87.0,,,87.0,,,0,30.37470657276996,938.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07,2546.0,forward_filled,2175.0,forward_filled,3111.0,forward_filled,2983.0,forward_filled,1715.0,forward_filled,0.9108300316211578,-0.0557737627651218,24.528653079021268,149.68,forward_filled,3156.0,forward_filled,87.0,real,76.159,forward_filled,938.0,706.0,forward_filled,41.30235268579308,44.14501314113853,34.717191847412764,3,0,0,0,0.0,0.0,1,10,66,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,8265.6,21.39,39390.3,208.22,26.47,10.07,11.0,1.048,316.3,152.2,88.3,-6.4,10.9,10.1,4.2,3.26,11.49,4.93,3.18,5.82,36239.076,29.26795647667953,2546.0,,,2546.0,0.0,0.0,2546.0,0.0,0.0,2546.0,0.0,0.0,2175.0,,,2175.0,0.0,0.0,2175.0,0.0,0.0,2175.0,0.0,0.0,3111.0,,,3111.0,0.0,0.0,3111.0,0.0,0.0,3111.0,0.0,0.0,2983.0,,,2983.0,0.0,0.0,2983.0,0.0,0.0,2983.0,0.0,0.0,1715.0,,,1715.0,0.0,0.0,1715.0,0.0,0.0,1715.0,0.0,0.0,149.68,,,149.68,0.0,0.0,149.68,0.0,0.0,149.68,0.0,0.0,3156.0,,,3156.0,0.0,0.0,3156.0,0.0,0.0,3156.0,0.0,0.0,76.159,,,76.159,0.0,0.0,76.159,0.0,0.0,76.159,0.0,0.0,938.0,,,938.0,0.0,0.0,938.0,0.0,0.0,938.0,0.0,0.0,706.0,,,706.0,0.0,0.0,706.0,0.0,0.0,706.0,0.0,0.0,87.0,,,87.0,0.0,0.0,87.0,0.0,0.0,87.0,0.0,0.0,0,21.391304347826086,983.024,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09,2546.0,forward_filled,2175.0,forward_filled,3111.0,forward_filled,2983.0,forward_filled,1715.0,forward_filled,0.9108300316211578,-0.0557737627651218,24.528653079021268,149.68,forward_filled,3156.0,forward_filled,87.0,real,76.159,forward_filled,938.0,706.0,forward_filled,41.30235268579308,44.14501314113853,34.717191847412764,3,2,0,0,0.0,0.0,1,10,68,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2849.1,9.13,58813.8,185.81,32.22,12.14,7.8,1.022,316.3,152.2,88.3,-6.4,10.9,10.1,4.2,3.26,11.49,4.93,3.18,5.82,54108.696,10.260869133376213,,,,2546.0,0.0,0.0,2546.0,0.0,0.0,2546.0,0.0,0.0,,,,2175.0,0.0,0.0,2175.0,0.0,0.0,2175.0,0.0,0.0,,,,3111.0,0.0,0.0,3111.0,0.0,0.0,3111.0,0.0,0.0,,,,2983.0,0.0,0.0,2983.0,0.0,0.0,2983.0,0.0,0.0,,,,1715.0,0.0,0.0,1715.0,0.0,0.0,1715.0,0.0,0.0,,,,149.68,0.0,0.0,149.68,0.0,0.0,149.68,0.0,0.0,,,,3156.0,0.0,0.0,3156.0,0.0,0.0,3156.0,0.0,0.0,,,,76.159,0.0,0.0,76.159,0.0,0.0,76.159,0.0,0.0,,,,938.0,0.0,0.0,938.0,0.0,0.0,938.0,0.0,0.0,,,,706.0,0.0,0.0,706.0,0.0,0.0,706.0,0.0,0.0,,,,87.0,0.0,0.0,87.0,0.0,0.0,87.0,0.0,0.0,0,9.131730769230769,958.636,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10,2546.0,forward_filled,2175.0,forward_filled,3111.0,forward_filled,2983.0,forward_filled,1715.0,forward_filled,0.9108300316211578,-0.0557737627651218,24.528653079021268,149.68,forward_filled,3156.0,forward_filled,87.0,real,76.159,forward_filled,938.0,706.0,forward_filled,41.30235268579308,44.14501314113853,34.717191847412764,3,3,0,0,0.0,0.0,1,10,69,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,3185.1,9.15,154290.4,242.16,42.55,14.49,12.5,1.06,316.3,152.2,88.3,-6.4,10.9,10.1,4.2,3.26,11.49,4.93,3.18,5.82,141947.168,4.826868485385774,2546.0,2546.0,,2546.0,0.0,0.0,2546.0,0.0,0.0,2546.0,0.0,0.0,2175.0,2175.0,,2175.0,0.0,0.0,2175.0,0.0,0.0,2175.0,0.0,0.0,3111.0,3111.0,,3111.0,0.0,0.0,3111.0,0.0,0.0,3111.0,0.0,0.0,2983.0,2983.0,,2983.0,0.0,0.0,2983.0,0.0,0.0,2983.0,0.0,0.0,1715.0,1715.0,,1715.0,0.0,0.0,1715.0,0.0,0.0,1715.0,0.0,0.0,149.68,149.68,,149.68,0.0,0.0,149.68,0.0,0.0,149.68,0.0,0.0,3156.0,3156.0,,3156.0,0.0,0.0,3156.0,0.0,0.0,3156.0,0.0,0.0,76.159,76.159,,76.159,0.0,0.0,76.159,0.0,0.0,76.159,0.0,0.0,938.0,938.0,,938.0,0.0,0.0,938.0,0.0,0.0,938.0,0.0,0.0,706.0,706.0,,706.0,0.0,0.0,706.0,0.0,0.0,706.0,0.0,0.0,87.0,87.0,,87.0,0.0,0.0,87.0,0.0,0.0,87.0,0.0,0.0,0,9.152586206896551,994.2800000000001,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11,2546.0,forward_filled,2175.0,forward_filled,3111.0,forward_filled,2983.0,forward_filled,1715.0,forward_filled,0.9108300316211578,-0.0557737627651218,24.528653079021268,149.68,forward_filled,3156.0,forward_filled,87.0,real,76.159,forward_filled,938.0,706.0,forward_filled,41.30235268579308,44.14501314113853,34.717191847412764,3,4,0,0,0.0,0.0,1,10,70,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,2869.8,8.92,72901.1,220.51,32.24,13.85,4.8,1.0,316.3,152.2,88.3,-6.4,10.9,10.1,4.2,3.26,11.49,4.93,3.18,5.82,67069.012,7.935819861655333,2546.0,,,2546.0,0.0,0.0,2546.0,0.0,0.0,2546.0,0.0,0.0,2175.0,,,2175.0,0.0,0.0,2175.0,0.0,0.0,2175.0,0.0,0.0,3111.0,,,3111.0,0.0,0.0,3111.0,0.0,0.0,3111.0,0.0,0.0,2983.0,,,2983.0,0.0,0.0,2983.0,0.0,0.0,2983.0,0.0,0.0,1715.0,,,1715.0,0.0,0.0,1715.0,0.0,0.0,1715.0,0.0,0.0,149.68,,,149.68,0.0,0.0,149.68,0.0,0.0,149.68,0.0,0.0,3156.0,,,3156.0,0.0,0.0,3156.0,0.0,0.0,3156.0,0.0,0.0,76.159,,,76.159,0.0,0.0,76.159,0.0,0.0,76.159,0.0,0.0,938.0,,,938.0,0.0,0.0,938.0,0.0,0.0,938.0,0.0,0.0,706.0,,,706.0,0.0,0.0,706.0,0.0,0.0,706.0,0.0,0.0,87.0,,,87.0,0.0,0.0,87.0,0.0,0.0,87.0,0.0,0.0,0,8.923507462686567,938.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13,2546.0,forward_filled,2175.0,forward_filled,3111.0,forward_filled,2983.0,forward_filled,1715.0,forward_filled,0.9108300316211578,-0.0557737627651218,24.528653079021268,149.68,forward_filled,3156.0,forward_filled,87.0,real,76.159,forward_filled,938.0,706.0,forward_filled,41.30235268579308,44.14501314113853,34.717191847412764,3,6,0,0,0.0,0.0,1,10,72,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,11692.2,38.97,65876.9,223.27,32.26,12.61,4.4,1.0,316.3,152.2,88.3,-6.4,10.9,10.1,4.2,3.26,11.49,4.93,3.18,5.82,60606.748,35.57425529524865,,2546.0,,2546.0,0.0,0.0,2546.0,0.0,0.0,2546.0,0.0,0.0,,2175.0,,2175.0,0.0,0.0,2175.0,0.0,0.0,2175.0,0.0,0.0,,3111.0,,3111.0,0.0,0.0,3111.0,0.0,0.0,3111.0,0.0,0.0,,2983.0,,2983.0,0.0,0.0,2983.0,0.0,0.0,2983.0,0.0,0.0,,1715.0,,1715.0,0.0,0.0,1715.0,0.0,0.0,1715.0,0.0,0.0,,149.68,,149.68,0.0,0.0,149.68,0.0,0.0,149.68,0.0,0.0,,3156.0,,3156.0,0.0,0.0,3156.0,0.0,0.0,3156.0,0.0,0.0,,76.159,,76.159,0.0,0.0,76.159,0.0,0.0,76.159,0.0,0.0,,938.0,,938.0,0.0,0.0,938.0,0.0,0.0,938.0,0.0,0.0,,706.0,,706.0,0.0,0.0,706.0,0.0,0.0,706.0,0.0,0.0,,87.0,,87.0,0.0,0.0,87.0,0.0,0.0,87.0,0.0,0.0,0,38.974000000000004,938.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15,2546.0,forward_filled,2175.0,forward_filled,3111.0,forward_filled,2983.0,forward_filled,1715.0,forward_filled,0.9108300316211578,-0.0557737627651218,24.528653079021268,149.68,forward_filled,3156.0,forward_filled,87.0,real,76.159,forward_filled,938.0,706.0,forward_filled,41.30235268579308,44.14501314113853,34.717191847412764,3,1,0,0,0.0,0.0,1,11,74,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,4496.3,14.09,162068.2,275.36,45.36,17.05,3.8,1.0,316.3,152.2,88.3,-6.4,10.9,10.1,4.2,3.26,11.49,4.93,3.18,5.82,149102.744,7.006648079989728,,,,2546.0,0.0,0.0,2546.0,0.0,0.0,2546.0,0.0,0.0,,,,2175.0,0.0,0.0,2175.0,0.0,0.0,2175.0,0.0,0.0,,,,3111.0,0.0,0.0,3111.0,0.0,0.0,3111.0,0.0,0.0,,,,2983.0,0.0,0.0,2983.0,0.0,0.0,2983.0,0.0,0.0,,,,1715.0,0.0,0.0,1715.0,0.0,0.0,1715.0,0.0,0.0,,,,149.68,0.0,0.0,149.68,0.0,0.0,149.68,0.0,0.0,,,,3156.0,0.0,0.0,3156.0,0.0,0.0,3156.0,0.0,0.0,,,,76.159,0.0,0.0,76.159,0.0,0.0,76.159,0.0,0.0,,,,938.0,0.0,0.0,938.0,0.0,0.0,938.0,0.0,0.0,,,,706.0,0.0,0.0,706.0,0.0,0.0,706.0,0.0,0.0,,,,87.0,0.0,0.0,87.0,0.0,0.0,87.0,0.0,0.0,0,14.086152882205512,938.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17,2546.0,forward_filled,2175.0,forward_filled,3111.0,forward_filled,2983.0,forward_filled,1715.0,forward_filled,0.9108300316211578,-0.0557737627651218,24.528653079021268,149.68,forward_filled,3156.0,forward_filled,87.0,real,76.159,forward_filled,938.0,706.0,forward_filled,41.30235268579308,44.14501314113853,34.717191847412764,3,3,0,0,0.0,0.0,1,11,76,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4550.3,13.54,191675.7,291.87,49.03,16.69,1.6,1.0,316.3,152.2,88.3,-6.4,10.9,10.1,4.2,3.26,11.49,4.93,3.18,5.82,176341.64400000003,6.127326125375125,,2546.0,,2546.0,0.0,0.0,2546.0,0.0,0.0,2546.0,0.0,0.0,,2175.0,,2175.0,0.0,0.0,2175.0,0.0,0.0,2175.0,0.0,0.0,,3111.0,,3111.0,0.0,0.0,3111.0,0.0,0.0,3111.0,0.0,0.0,,2983.0,,2983.0,0.0,0.0,2983.0,0.0,0.0,2983.0,0.0,0.0,,1715.0,,1715.0,0.0,0.0,1715.0,0.0,0.0,1715.0,0.0,0.0,,149.68,,149.68,0.0,0.0,149.68,0.0,0.0,149.68,0.0,0.0,,3156.0,,3156.0,0.0,0.0,3156.0,0.0,0.0,3156.0,0.0,0.0,,76.159,,76.159,0.0,0.0,76.159,0.0,0.0,76.159,0.0,0.0,,938.0,,938.0,0.0,0.0,938.0,0.0,0.0,938.0,0.0,0.0,,706.0,,706.0,0.0,0.0,706.0,0.0,0.0,706.0,0.0,0.0,,87.0,,87.0,0.0,0.0,87.0,0.0,0.0,87.0,0.0,0.0,0,13.542559523809524,938.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20,2546.0,forward_filled,2175.0,forward_filled,3111.0,forward_filled,2983.0,forward_filled,1715.0,forward_filled,0.9108300316211578,-0.0557737627651218,24.528653079021268,149.68,forward_filled,3156.0,forward_filled,87.0,real,76.159,forward_filled,938.0,706.0,forward_filled,41.30235268579308,44.14501314113853,34.717191847412764,3,6,0,0,0.0,0.0,1,11,79,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,10516.6,30.64,60404.7,185.72,32.27,13.2,7.3,1.018,316.3,152.2,88.3,-6.4,10.9,10.1,4.2,3.26,11.49,4.93,3.18,5.82,55572.324,32.15656968687893,,2546.0,,2546.0,0.0,0.0,2546.0,0.0,0.0,2546.0,0.0,0.0,,2175.0,,2175.0,0.0,0.0,2175.0,0.0,0.0,2175.0,0.0,0.0,,3111.0,,3111.0,0.0,0.0,3111.0,0.0,0.0,3111.0,0.0,0.0,,2983.0,,2983.0,0.0,0.0,2983.0,0.0,0.0,2983.0,0.0,0.0,,1715.0,,1715.0,0.0,0.0,1715.0,0.0,0.0,1715.0,0.0,0.0,,149.68,,149.68,0.0,0.0,149.68,0.0,0.0,149.68,0.0,0.0,,3156.0,,3156.0,0.0,0.0,3156.0,0.0,0.0,3156.0,0.0,0.0,,76.159,,76.159,0.0,0.0,76.159,0.0,0.0,76.159,0.0,0.0,,938.0,,938.0,0.0,0.0,938.0,0.0,0.0,938.0,0.0,0.0,,706.0,,706.0,0.0,0.0,706.0,0.0,0.0,706.0,0.0,0.0,,87.0,,87.0,0.0,0.0,87.0,0.0,0.0,87.0,0.0,0.0,0,30.64277389277389,954.884,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
