Date,BDI,BDI_status,BCI,BCI_status,BPI,BPI_status,BSI,BSI_status,BHSI,BHSI_status
2023-11-22,1755.0,real,2415.0,real,2008.0,real,1247.0,real,623.0,real
2023-11-23,1855.0,real,2679.0,real,2034.0,real,1265.0,real,648.0,real
2023-11-24,2102.0,real,3385.0,real,2064.0,real,1279.0,real,670.0,real
2023-11-27,2259.0,real,3819.0,real,2095.0,real,1292.0,real,680.0,real
2023-11-28,2391.0,real,4179.0,real,2106.0,real,1321.0,real,695.0,real
2023-11-29,2696.0,real,5040.0,real,2131.0,real,1360.0,real,723.0,real
2023-11-30,2937.0,real,5629.0,real,2219.0,real,1425.0,real,751.0,real
2023-12-01,3192.0,real,6237.0,real,2341.0,real,1489.0,real,773.0,real
2023-12-04,3346.0,real,6582.0,real,2441.0,real,1526.0,real,800.0,real
2023-12-05,3143.0,real,5946.0,real,2425.0,real,1565.0,real,831.0,real
2023-12-06,2848.0,real,5161.0,real,2311.0,real,1552.0,real,851.0,real
2023-12-07,2495.0,real,4203.0,real,2197.0,real,1538.0,real,862.0,real
2023-12-08,2483.0,real,4259.0,real,2104.0,real,1521.0,real,872.0,real
2023-12-11,2509.0,real,4398.0,real,2049.0,real,1506.0,real,884.0,real
2023-12-12,2551.0,real,4592.0,real,1996.0,real,1480.0,real,895.0,real
2023-12-13,2438.0,real,4306.0,real,1953.0,real,1463.0,real,903.0,real
2023-12-14,2411.0,real,4276.0,real,1915.0,real,1442.0,real,906.0,real
2023-12-15,2348.0,real,4113.0,real,1900.0,real,1426.0,real,908.0,real
2023-12-18,2288.0,real,3936.0,real,1906.0,real,1419.0,real,907.0,real
2023-12-19,2219.0,real,3730.0,real,1915.0,real,1408.0,real,903.0,real
2023-12-20,2150.0,real,3530.0,real,1917.0,real,1397.0,real,896.0,real
2023-12-21,2087.0,real,3361.0,real,1915.0,real,1378.0,real,888.0,real
2023-12-22,2094.0,real,3398.0,real,1909.0,real,1369.0,real,879.0,real
2024-01-02,2093.0,real,3484.0,real,1872.0,real,1308.0,real,808.0,real
2024-01-03,2091.0,real,3569.0,real,1808.0,real,1271.0,real,745.0,real
2024-01-04,2086.0,real,3651.0,real,1727.0,real,1236.0,real,716.0,real
2024-01-05,2110.0,real,3798.0,real,1666.0,real,1212.0,real,695.0,real
2024-01-08,2022.0,real,3599.0,real,1605.0,real,1194.0,real,680.0,real
2024-01-09,1875.0,real,3249.0,real,1534.0,real,1162.0,real,661.0,real
2024-01-10,1664.0,real,2696.0,real,1464.0,real,1135.0,real,644.0,real
2024-01-11,1554.0,real,2424.0,real,1421.0,real,1108.0,real,625.0,real
2024-01-12,1460.0,real,2172.0,real,1410.0,real,1088.0,real,616.0,real
2024-01-15,1360.0,real,1880.0,real,1412.0,real,1078.0,real,605.0,real
2024-01-16,1324.0,real,1779.0,real,1421.0,real,1060.0,real,600.0,real
2024-01-17,1308.0,real,1733.0,real,1446.0,real,1039.0,real,596.0,real
2024-01-18,1357.0,real,1853.0,real,1492.0,real,1029.0,real,593.0,real
2024-01-19,1503.0,real,2244.0,real,1550.0,real,1030.0,real,594.0,real
2024-01-22,1518.0,real,2272.0,real,1576.0,real,1027.0,real,594.0,real
2024-01-23,1473.0,real,2099.0,real,1613.0,real,1033.0,real,596.0,real
2024-01-24,1507.0,real,2145.0,real,1663.0,real,1050.0,real,597.0,real
2024-01-25,1499.0,real,2086.0,real,1690.0,real,1062.0,real,597.0,real
2024-01-26,1518.0,real,2135.0,real,1696.0,real,1065.0,real,596.0,real
2024-01-29,1460.0,real,1970.0,real,1686.0,real,1065.0,real,597.0,real
2024-01-30,1397.0,real,1824.0,real,1636.0,real,1061.0,real,595.0,real
2024-01-31,1398.0,real,1891.0,real,1566.0,real,1055.0,real,591.0,real
2024-02-01,1388.0,real,1924.0,real,1497.0,real,1048.0,real,588.0,real
2024-02-02,1407.0,real,2030.0,real,1444.0,real,1041.0,real,585.0,real
2024-02-05,1436.0,real,2142.0,real,1419.0,real,1037.0,real,582.0,real
2024-02-06,1516.0,real,2371.0,real,1428.0,real,1041.0,real,577.0,real
2024-02-07,1487.0,real,2263.0,real,1445.0,real,1047.0,real,574.0,real
2024-02-08,1473.0,real,2196.0,real,1474.0,real,1050.0,real,570.0,real
2024-02-09,1545.0,real,2381.0,real,1509.0,real,1053.0,real,568.0,real
2024-02-12,1572.0,real,2453.0,real,1526.0,real,1048.0,real,569.0,real
2024-02-13,1585.0,real,2476.0,real,1550.0,real,1047.0,real,567.0,real
2024-02-14,1582.0,real,2436.0,real,1582.0,real,1052.0,real,566.0,real
2024-02-15,1581.0,real,2394.0,real,1623.0,real,1058.0,real,567.0,real
2024-02-16,1610.0,real,2448.0,real,1646.0,real,1071.0,real,572.0,real
2024-02-19,1629.0,real,2457.0,real,1681.0,real,1090.0,real,577.0,real
2024-02-20,1632.0,real,2409.0,real,1706.0,real,1129.0,real,596.0,real
2024-02-21,1676.0,real,2543.0,real,1673.0,real,1154.0,real,613.0,real
2024-02-22,1752.0,real,2790.0,real,1624.0,real,1174.0,real,618.0,real
2024-02-23,1866.0,real,3145.0,real,1595.0,real,1189.0,real,628.0,real
2024-02-26,1871.0,real,3163.0,real,1578.0,real,1198.0,real,639.0,real
2024-02-27,1899.0,real,3224.0,real,1581.0,real,1220.0,real,667.0,real
2024-02-28,2041.0,real,3596.0,real,1627.0,real,1239.0,real,686.0,real
2024-02-29,2111.0,real,3743.0,real,1681.0,real,1257.0,real,708.0,real
2024-03-01,2203.0,real,3977.0,real,1723.0,real,1267.0,real,722.0,real
2024-03-04,2297.0,real,4205.0,real,1773.0,real,1282.0,real,741.0,real
2024-03-05,2291.0,real,4148.0,real,1805.0,real,1297.0,real,753.0,real
2024-03-06,2176.0,real,3769.0,real,1823.0,real,1312.0,real,758.0,real
2024-03-07,2251.0,real,3979.0,real,1840.0,real,1317.0,real,759.0,real
2024-03-08,2345.0,real,4245.0,real,1861.0,real,1318.0,real,762.0,real
2024-03-11,2377.0,real,4314.0,real,1893.0,real,1316.0,real,764.0,real
2024-03-12,2315.0,real,4092.0,real,1949.0,real,1306.0,real,766.0,real
2024-03-13,2370.0,real,4189.0,real,2043.0,real,1301.0,real,769.0,real
2024-03-14,2350.0,real,4042.0,real,2133.0,real,1314.0,real,777.0,real
2024-03-15,2374.0,real,4019.0,real,2234.0,real,1326.0,real,781.0,real
2024-03-18,2419.0,real,4089.0,real,2298.0,real,1338.0,real,783.0,real
2024-03-19,2392.0,real,3990.0,real,2306.0,real,1351.0,real,788.0,real
2024-03-20,2284.0,real,3690.0,real,2251.0,real,1370.0,real,790.0,real
2024-03-21,2240.0,real,3588.0,real,2204.0,real,1379.0,real,795.0,real
2024-03-22,2196.0,real,3482.0,real,2165.0,real,1383.0,real,795.0,real
2024-03-25,2123.0,real,3295.0,real,2120.0,real,1386.0,real,792.0,real
2024-03-26,1989.0,real,2964.0,real,2044.0,real,1375.0,real,784.0,real
2024-03-27,1845.0,real,2638.0,real,1941.0,real,1353.0,real,779.0,real
2024-03-28,1821.0,real,2637.0,real,1879.0,real,1331.0,real,772.0,real
2024-04-02,1714.0,real,2394.0,real,1816.0,real,1303.0,real,763.0,real
2024-04-03,1711.0,real,2437.0,real,1772.0,real,1284.0,real,752.0,real
2024-04-04,1669.0,real,2354.0,real,1733.0,real,1273.0,real,745.0,real
2024-04-05,1628.0,real,2274.0,real,1695.0,real,1261.0,real,735.0,real
2024-04-08,1594.0,real,2198.0,real,1667.0,real,1258.0,real,733.0,real
2024-04-09,1570.0,real,2153.0,real,1633.0,real,1259.0,real,727.0,real
2024-04-10,1587.0,real,2202.0,real,1631.0,real,1260.0,real,724.0,real
2024-04-11,1690.0,real,2475.0,real,1677.0,real,1261.0,real,724.0,real
2024-04-12,1729.0,real,2552.0,real,1713.0,real,1272.0,real,722.0,real
2024-04-15,1730.0,real,2529.0,real,1736.0,real,1280.0,real,721.0,real
2024-04-16,1779.0,real,2631.0,real,1754.0,real,1311.0,real,724.0,real
2024-04-17,1844.0,real,2760.0,real,1805.0,real,1337.0,real,729.0,real
2024-04-18,1901.0,real,2845.0,real,1876.0,real,1365.0,real,735.0,real
2024-04-19,1919.0,real,2839.0,real,1916.0,real,1394.0,real,741.0,real
2024-04-22,1882.0,real,2702.0,real,1928.0,real,1410.0,real,744.0,real
2024-04-23,1804.0,real,2458.0,real,1914.0,real,1430.0,real,751.0,real
2024-04-24,1774.0,real,2345.0,real,1910.0,real,1456.0,real,751.0,real
2024-04-25,1743.0,real,2230.0,real,1896.0,real,1488.0,real,750.0,real
2024-04-26,1721.0,real,2172.0,real,1878.0,real,1495.0,real,751.0,real
2024-04-29,1684.0,real,2080.0,real,1858.0,real,1492.0,real,750.0,real
2024-04-30,1685.0,real,2100.0,real,1845.0,real,1485.0,real,746.0,real
2024-05-01,1688.0,real,2116.0,real,1847.0,real,1478.0,real,742.0,real
2024-05-02,1774.0,real,2372.0,real,1863.0,real,1466.0,real,732.0,real
2024-05-03,1876.0,real,2673.0,real,1884.0,real,1458.0,real,729.0,real
2024-05-07,2083.0,real,3239.0,real,1949.0,real,1461.0,real,722.0,real
2024-05-08,2203.0,real,3541.0,real,2005.0,real,1477.0,real,711.0,real
2024-05-09,2166.0,real,3405.0,real,2020.0,real,1488.0,real,709.0,real
2024-05-10,2129.0,real,3292.0,real,2026.0,real,1485.0,real,703.0,real
2024-05-13,2066.0,real,3108.0,real,2017.0,real,1485.0,real,701.0,real
2024-05-14,1993.0,real,2931.0,real,1978.0,real,1475.0,real,698.0,real
2024-05-15,1889.0,real,2699.0,real,1905.0,real,1453.0,real,694.0,real
2024-05-16,1817.0,real,2558.0,real,1845.0,real,1425.0,real,693.0,real
2024-05-17,1844.0,real,2675.0,real,1825.0,real,1405.0,real,690.0,real
2024-05-20,1847.0,real,2708.0,real,1811.0,real,1392.0,real,691.0,real
2024-05-21,1829.0,real,2655.0,real,1822.0,real,1382.0,real,688.0,real
2024-05-22,1804.0,real,2584.0,real,1831.0,real,1371.0,real,686.0,real
2024-05-23,1796.0,real,2584.0,real,1832.0,real,1345.0,real,686.0,real
2024-05-24,1797.0,real,2613.0,real,1824.0,real,1326.0,real,688.0,real
2024-05-28,1784.0,real,2608.0,real,1801.0,real,1309.0,real,708.0,real
2024-05-29,1790.0,real,2674.0,real,1762.0,real,1293.0,real,712.0,real
2024-05-30,1801.0,real,2750.0,real,1718.0,real,1286.0,real,718.0,real
2024-05-31,1815.0,real,2820.0,real,1693.0,real,1278.0,real,720.0,real
2024-06-03,1808.0,real,2816.0,real,1681.0,real,1272.0,real,722.0,real
2024-06-04,1813.0,real,2839.0,real,1679.0,real,1265.0,real,717.0,real
2024-06-05,1852.0,real,2945.0,real,1702.0,real,1258.0,real,714.0,real
2024-06-06,1869.0,real,2977.0,real,1731.0,real,1255.0,real,716.0,real
2024-06-07,1881.0,real,2998.0,real,1750.0,real,1254.0,real,714.0,real
2024-06-10,1883.0,real,2985.0,real,1769.0,real,1257.0,real,714.0,real
2024-06-11,1831.0,real,2784.0,real,1807.0,real,1271.0,real,711.0,real
2024-06-12,1836.0,real,2726.0,real,1864.0,real,1297.0,real,708.0,real
2024-06-13,1942.0,real,2985.0,real,1920.0,real,1313.0,real,708.0,real
2024-06-14,1948.0,real,2957.0,real,1950.0,real,1335.0,real,711.0,real
2024-06-17,1948.0,real,2938.0,real,1960.0,real,1346.0,real,716.0,real
2024-06-18,1961.0,real,2966.0,real,1954.0,real,1362.0,real,725.0,real
2024-06-19,1943.0,real,2927.0,real,1919.0,real,1374.0,real,734.0,real
2024-06-20,1984.0,real,3079.0,real,1867.0,real,1389.0,real,744.0,real
2024-06-21,1997.0,real,3142.0,real,1827.0,real,1398.0,real,753.0,real
2024-06-24,1973.0,real,3093.0,real,1792.0,real,1405.0,real,757.0,real
2024-06-25,1926.0,real,2990.0,real,1735.0,real,1412.0,real,760.0,real
2024-06-26,1964.0,real,3145.0,real,1683.0,real,1412.0,real,763.0,real
2024-06-27,2031.0,real,3371.0,real,1672.0,real,1399.0,real,763.0,real
2024-06-28,2050.0,real,3443.0,real,1667.0,real,1385.0,real,763.0,real
2024-07-01,2158.0,real,3791.0,real,1662.0,real,1369.0,real,762.0,real
2024-07-02,2179.0,real,3888.0,real,1640.0,real,1351.0,real,755.0,real
2024-07-03,2064.0,real,3580.0,real,1607.0,real,1340.0,real,749.0,real
2024-07-04,2021.0,real,3486.0,real,1568.0,real,1337.0,real,745.0,real
2024-07-05,1966.0,real,3339.0,real,1546.0,real,1335.0,real,742.0,real
2024-07-08,1940.0,real,3276.0,real,1531.0,real,1334.0,real,739.0,real
2024-07-09,1894.0,real,3119.0,real,1536.0,real,1347.0,real,737.0,real
2024-07-10,1939.0,real,3215.0,real,1579.0,real,1353.0,real,735.0,real
2024-07-11,1947.0,real,3183.0,real,1638.0,real,1361.0,real,740.0,real
2024-07-12,1997.0,real,3296.0,real,1678.0,real,1364.0,real,741.0,real
2024-07-15,1993.0,real,3263.0,real,1702.0,real,1368.0,real,742.0,real
2024-07-16,1942.0,real,3099.0,real,1713.0,real,1366.0,real,743.0,real
2024-07-17,1890.0,real,2940.0,real,1713.0,real,1370.0,real,747.0,real
2024-07-18,1912.0,real,3007.0,real,1714.0,real,1370.0,real,749.0,real
2024-07-19,1902.0,real,2973.0,real,1714.0,real,1374.0,real,752.0,real
2024-07-22,1896.0,real,2957.0,real,1712.0,real,1374.0,real,756.0,real
2024-07-23,1869.0,real,2854.0,real,1728.0,real,1380.0,real,757.0,real
2024-07-24,1864.0,real,2803.0,real,1765.0,real,1385.0,real,758.0,real
2024-07-25,1834.0,real,2696.0,real,1785.0,real,1387.0,real,760.0,real
2024-07-26,1808.0,real,2614.0,real,1792.0,real,1386.0,real,759.0,real
2024-07-29,1797.0,real,2582.0,real,1792.0,real,1383.0,real,759.0,real
2024-07-30,1762.0,real,2499.0,real,1772.0,real,1377.0,real,760.0,real
2024-07-31,1708.0,real,2377.0,real,1739.0,real,1363.0,real,762.0,real
2024-08-01,1668.0,real,2289.0,real,1713.0,real,1352.0,real,761.0,real
2024-08-02,1675.0,real,2327.0,real,1705.0,real,1342.0,real,759.0,real
2024-08-05,1677.0,real,2351.0,real,1697.0,real,1330.0,real,758.0,real
2024-08-06,1685.0,real,2402.0,real,1678.0,real,1320.0,real,759.0,real
2024-08-07,1698.0,real,2473.0,real,1651.0,real,1309.0,real,756.0,real
2024-08-08,1683.0,real,2459.0,real,1620.0,real,1302.0,real,756.0,real
2024-08-09,1670.0,real,2437.0,real,1599.0,real,1301.0,real,755.0,real
2024-08-12,1655.0,real,2413.0,real,1584.0,real,1294.0,real,756.0,real
2024-08-13,1670.0,real,2477.0,real,1563.0,real,1292.0,real,756.0,real
2024-08-14,1728.0,real,2650.0,real,1560.0,real,1297.0,real,757.0,real
2024-08-15,1692.0,real,2542.0,real,1554.0,real,1300.0,real,756.0,real
2024-08-16,1691.0,real,2537.0,real,1552.0,real,1304.0,real,754.0,real
2024-08-19,1708.0,real,2594.0,real,1544.0,real,1305.0,real,754.0,real
2024-08-20,1735.0,real,2691.0,real,1521.0,real,1309.0,real,755.0,real
2024-08-21,1759.0,real,2788.0,real,1487.0,real,1310.0,real,754.0,real
2024-08-22,1768.0,real,2847.0,real,1444.0,real,1313.0,real,753.0,real
2024-08-23,1762.0,real,2851.0,real,1414.0,real,1318.0,real,753.0,real
2024-08-27,1721.0,real,2755.0,real,1381.0,real,1317.0,real,748.0,real
2024-08-28,1755.0,real,2883.0,real,1350.0,real,1316.0,real,746.0,real
2024-08-29,1827.0,real,3119.0,real,1331.0,real,1312.0,real,745.0,real
2024-08-30,1814.0,real,3099.0,real,1316.0,real,1306.0,real,744.0,real
2024-09-02,1919.0,real,3248.0,real,1305.0,real,1280.0,real,741.0,real
2024-09-03,1947.0,real,3349.0,real,1300.0,real,1280.0,real,737.0,real
2024-09-04,1902.0,real,3224.0,real,1300.0,real,1271.0,real,732.0,real
2024-09-05,1919.0,real,3285.0,real,1294.0,real,1266.0,real,727.0,real
2024-09-06,1941.0,real,3356.0,real,1294.0,real,1260.0,real,724.0,real
2024-09-09,1958.0,real,3404.0,real,1302.0,real,1259.0,real,719.0,real
2024-09-10,1941.0,real,3342.0,real,1317.0,real,1258.0,real,714.0,real
2024-09-11,1963.0,real,3375.0,real,1356.0,real,1259.0,real,710.0,real
2024-09-12,1927.0,real,3225.0,real,1402.0,real,1263.0,real,709.0,real
2024-09-13,1890.0,real,3089.0,real,1428.0,real,1264.0,real,707.0,real
2024-09-16,1896.0,real,3097.0,real,1442.0,real,1265.0,real,707.0,real
2024-09-17,1901.0,real,3090.0,real,1466.0,real,1266.0,real,706.0,real
2024-09-18,1890.0,real,3024.0,real,1502.0,real,1270.0,real,706.0,real
2024-09-19,1976.0,real,3253.0,real,1528.0,real,1276.0,real,707.0,real
2024-09-20,1977.0,real,3235.0,real,1538.0,real,1289.0,real,707.0,real
2024-09-23,1999.0,real,3275.0,real,1552.0,real,1301.0,real,708.0,real
2024-09-24,2014.0,real,3301.0,real,1560.0,real,1312.0,real,711.0,real
2024-09-25,2016.0,real,3315.0,real,1543.0,real,1317.0,real,713.0,real
2024-09-26,2091.0,real,3580.0,real,1498.0,real,1314.0,real,712.0,real
2024-09-27,2110.0,real,3689.0,real,1446.0,real,1306.0,real,710.0,real
2024-09-30,2084.0,real,3649.0,real,1414.0,real,1296.0,real,711.0,real
2024-10-01,2030.0,real,3524.0,real,1386.0,real,1283.0,real,713.0,real
2024-10-02,1978.0,real,3399.0,real,1364.0,real,1272.0,real,713.0,real
2024-10-03,1941.0,real,3299.0,real,1367.0,real,1260.0,real,712.0,real
2024-10-04,1928.0,real,3243.0,real,1388.0,real,1258.0,real,712.0,real
2024-10-07,1907.0,real,3161.0,real,1415.0,real,1257.0,real,715.0,real
2024-10-08,1860.0,real,2989.0,real,1441.0,real,1264.0,real,717.0,real
2024-10-09,1799.0,real,2786.0,real,1457.0,real,1270.0,real,716.0,real
2024-10-10,1790.0,real,2755.0,real,1455.0,real,1274.0,real,717.0,real
2024-10-11,1809.0,real,2835.0,real,1435.0,real,1269.0,real,718.0,real
2024-10-14,1814.0,real,2878.0,real,1409.0,real,1262.0,real,719.0,real
2024-10-15,1766.0,real,2773.0,real,1364.0,real,1260.0,real,720.0,real
2024-10-16,1676.0,real,2552.0,real,1309.0,real,1257.0,real,723.0,real
2024-10-17,1594.0,real,2322.0,real,1288.0,real,1254.0,real,725.0,real
2024-10-18,1576.0,real,2276.0,real,1285.0,real,1250.0,real,727.0,real
2024-10-21,1546.0,real,2191.0,real,1278.0,real,1250.0,real,726.0,real
2024-10-22,1480.0,real,2008.0,real,1260.0,real,1249.0,real,729.0,real
2024-10-23,1445.0,real,1921.0,real,1238.0,real,1249.0,real,731.0,real
2024-10-24,1417.0,real,1859.0,real,1216.0,real,1245.0,real,727.0,real
2024-10-25,1410.0,real,1856.0,real,1201.0,real,1240.0,real,728.0,real
2024-10-28,1382.0,real,1786.0,real,1190.0,real,1234.0,real,723.0,real
2024-10-29,1402.0,real,1859.0,real,1195.0,real,1221.0,real,722.0,real
2024-10-30,1395.0,real,1846.0,real,1202.0,real,1207.0,real,720.0,real
2024-10-31,1388.0,real,1853.0,real,1204.0,real,1182.0,real,719.0,real
2024-11-01,1378.0,real,1848.0,real,1199.0,real,1163.0,real,718.0,real
2024-11-04,1374.0,real,1849.0,real,1195.0,real,1154.0,real,715.0,real
2024-11-05,1405.0,real,1967.0,real,1191.0,real,1136.0,real,710.0,real
2024-11-06,1427.0,real,2060.0,real,1185.0,real,1118.0,real,707.0,real
2024-11-07,1451.0,real,2162.0,real,1178.0,real,1098.0,real,705.0,real
2024-11-08,1495.0,real,2316.0,real,1176.0,real,1079.0,real,703.0,real
2024-11-11,1558.0,real,2517.0,real,1182.0,real,1064.0,real,701.0,real
2024-11-12,1634.0,real,2753.0,real,1194.0,real,1051.0,real,697.0,real
2024-11-13,1630.0,real,2746.0,real,1208.0,real,1036.0,real,693.0,real
2024-11-14,1692.0,real,2936.0,real,1213.0,real,1029.0,real,687.0,real
2024-11-15,1785.0,real,3229.0,real,1212.0,real,1019.0,real,685.0,real
2024-11-18,1756.0,real,3162.0,real,1202.0,real,1009.0,real,681.0,real
2024-11-19,1627.0,real,2808.0,real,1171.0,real,999.0,real,678.0,real
2024-11-20,1616.0,real,2810.0,real,1138.0,real,992.0,real,675.0,real
2024-11-21,1576.0,real,2724.0,real,1106.0,real,987.0,real,671.0,real
2024-11-22,1537.0,real,2626.0,real,1083.0,real,984.0,real,670.0,real
2024-11-25,1529.0,real,2613.0,real,1068.0,real,984.0,real,668.0,real
2024-11-26,1581.0,real,2779.0,real,1056.0,real,985.0,real,664.0,real
2024-11-27,1509.0,real,2569.0,real,1044.0,real,988.0,real,662.0,real
2024-11-28,1419.0,real,2312.0,real,1028.0,real,989.0,real,661.0,real
2024-11-29,1354.0,real,2133.0,real,1018.0,real,980.0,real,659.0,real
2024-12-02,1298.0,real,1973.0,real,1009.0,real,979.0,real,657.0,real
2024-12-03,1237.0,real,1792.0,real,1005.0,real,979.0,real,653.0,real
2024-12-04,1180.0,real,1609.0,real,1014.0,real,982.0,real,651.0,real
2024-12-05,1160.0,real,1530.0,real,1040.0,real,979.0,real,650.0,real
2024-12-06,1167.0,real,1535.0,real,1067.0,real,974.0,real,644.0,real
2024-12-09,1168.0,real,1532.0,real,1079.0,real,971.0,real,640.0,real
2024-12-10,1156.0,real,1503.0,real,1077.0,real,967.0,real,632.0,real
2024-12-11,1106.0,real,1377.0,real,1053.0,real,962.0,real,628.0,real
2024-12-12,1055.0,real,1252.0,real,1021.0,real,961.0,real,626.0,real
2024-12-13,1051.0,real,1263.0,real,995.0,real,959.0,real,618.0,real
2024-12-16,1071.0,real,1340.0,real,977.0,real,955.0,real,608.0,real
2024-12-17,1053.0,real,1308.0,real,959.0,real,949.0,real,600.0,real
2024-12-18,1028.0,real,1237.0,real,957.0,real,947.0,real,593.0,real
2024-12-19,976.0,real,1079.0,real,964.0,real,944.0,real,586.0,real
2024-12-20,990.0,real,1115.0,real,976.0,real,940.0,real,579.0,real
2024-12-23,994.0,real,1132.0,real,980.0,real,932.0,real,573.0,real
2024-12-24,997.0,real,1147.0,real,988.0,real,923.0,real,569.0,real
2025-01-02,1029.0,real,1261.0,real,1000.0,real,899.0,real,554.0,real
2025-01-03,1072.0,real,1375.0,real,1040.0,real,884.0,real,549.0,real
2025-01-06,1043.0,real,1290.0,real,1061.0,real,867.0,real,539.0,real
2025-01-07,1015.0,real,1218.0,real,1061.0,real,856.0,real,532.0,real
2025-01-08,966.0,real,1100.0,real,1037.0,real,846.0,real,524.0,real
2025-01-09,969.0,real,1164.0,real,992.0,real,830.0,real,515.0,real
2025-01-10,1048.0,real,1448.0,real,953.0,real,819.0,real,508.0,real
2025-01-13,1093.0,real,1615.0,real,926.0,real,809.0,real,502.0,real
2025-01-14,1080.0,real,1604.0,real,906.0,real,798.0,real,494.0,real
2025-01-15,1063.0,real,1581.0,real,894.0,real,783.0,real,477.0,real
2025-01-16,1023.0,real,1482.0,real,896.0,real,765.0,real,464.0,real
2025-01-17,987.0,real,1393.0,real,897.0,real,747.0,real,453.0,real
2025-01-20,957.0,real,1327.0,real,893.0,real,727.0,real,446.0,real
2025-01-21,928.0,real,1284.0,real,874.0,real,703.0,real,436.0,real
2025-01-22,893.0,real,1236.0,real,843.0,real,674.0,real,428.0,real
2025-01-23,824.0,real,1081.0,real,804.0,real,654.0,real,418.0,real
2025-01-24,778.0,real,983.0,real,774.0,real,639.0,real,411.0,real
2025-01-27,761.0,real,958.0,real,759.0,real,629.0,real,398.0,real
2025-01-28,746.0,real,931.0,real,748.0,real,619.0,real,389.0,real
2025-01-29,726.0,real,876.0,real,751.0,real,612.0,real,384.0,real
2025-01-30,715.0,real,841.0,real,767.0,real,605.0,real,381.0,real
2025-01-31,735.0,real,874.0,real,800.0,real,603.0,real,377.0,real
2025-02-03,738.0,real,861.0,real,830.0,real,602.0,real,372.0,real
2025-02-04,753.0,real,844.0,real,901.0,real,605.0,real,371.0,real
2025-02-05,771.0,real,812.0,real,988.0,real,619.0,real,376.0,real
2025-02-06,793.0,real,812.0,real,1029.0,real,649.0,real,388.0,real
2025-02-07,815.0,real,840.0,real,1035.0,real,677.0,real,398.0,real
2025-02-10,809.0,real,810.0,real,1028.0,real,694.0,real,408.0,real
2025-02-11,801.0,real,779.0,real,1011.0,real,710.0,real,419.0,real
2025-02-12,776.0,real,711.0,real,983.0,real,724.0,real,438.0,real
2025-02-13,780.0,real,711.0,real,974.0,real,741.0,real,455.0,real
2025-02-14,792.0,real,716.0,real,980.0,real,765.0,real,472.0,real
2025-02-17,806.0,real,725.0,real,997.0,real,781.0,real,486.0,real
2025-02-18,841.0,real,757.0,real,1042.0,real,813.0,real,499.0,real
2025-02-19,904.0,real,867.0,real,1104.0,real,839.0,real,511.0,real
2025-02-20,941.0,real,917.0,real,1144.0,real,866.0,real,523.0,real
2025-02-21,981.0,real,991.0,real,1170.0,real,886.0,real,534.0,real
2025-02-24,1002.0,real,1039.0,real,1177.0,real,895.0,real,540.0,real
2025-02-25,1039.0,real,1159.0,real,1156.0,real,904.0,real,543.0,real
2025-02-26,1112.0,real,1397.0,real,1128.0,real,907.0,real,547.0,real
2025-02-27,1159.0,real,1573.0,real,1092.0,real,903.0,real,546.0,real
2025-02-28,1229.0,real,1818.0,real,1063.0,real,895.0,real,547.0,real
2025-03-03,1276.0,real,1980.0,real,1045.0,real,887.0,real,547.0,real
2025-03-04,1262.0,real,1969.0,real,1024.0,real,876.0,real,548.0,real
2025-03-05,1228.0,real,1894.0,real,1000.0,real,868.0,real,549.0,real
2025-03-06,1286.0,real,2082.0,real,992.0,real,864.0,real,553.0,real
2025-03-07,1400.0,real,2082.0,forward_filled,992.0,forward_filled,864.0,forward_filled,553.0,forward_filled
2025-03-10,1424.0,real,2082.0,forward_filled,992.0,forward_filled,864.0,forward_filled,553.0,forward_filled
2025-03-11,1436.0,real,2082.0,forward_filled,992.0,forward_filled,864.0,forward_filled,553.0,forward_filled
2025-03-12,1559.0,real,2082.0,forward_filled,992.0,forward_filled,864.0,forward_filled,553.0,forward_filled
2025-03-13,1650.0,real,2082.0,forward_filled,992.0,forward_filled,864.0,forward_filled,553.0,forward_filled
2025-03-14,1669.0,real,2082.0,forward_filled,992.0,forward_filled,864.0,forward_filled,553.0,forward_filled
2025-03-17,1658.0,real,2082.0,forward_filled,992.0,forward_filled,864.0,forward_filled,553.0,forward_filled
2025-03-18,1650.0,real,2082.0,forward_filled,992.0,forward_filled,864.0,forward_filled,553.0,forward_filled
2025-03-19,1637.0,real,2082.0,forward_filled,992.0,forward_filled,864.0,forward_filled,553.0,forward_filled
2025-03-20,1635.0,real,2670.0,real,1357.0,real,1010.0,real,593.0,real
2025-03-21,1643.0,real,2676.0,real,1357.0,forward_filled,1012.0,real,596.0,real
2025-03-24,1652.0,real,2690.0,real,1357.0,forward_filled,1013.0,real,599.0,real
2025-03-25,1642.0,real,2630.0,real,1357.0,forward_filled,1015.0,real,601.0,real
2025-03-26,1634.0,real,2581.0,real,1357.0,forward_filled,1015.0,forward_filled,603.0,real
2025-03-27,1621.0,real,2581.0,forward_filled,1357.0,forward_filled,1007.0,real,607.0,real
2025-03-28,1602.0,real,2472.0,real,1497.0,real,1007.0,forward_filled,614.0,real
2025-03-31,1598.0,real,2465.0,real,1501.0,real,1007.0,forward_filled,614.0,real
