Date,BDI,BDI_status,BCI,BCI_status,BPI,BPI_status,BSI,BSI_status,BHSI,BHSI_status,BCI_7d_vol,vessel_availability_index,BDI_30d_roc,shipping_demand_index,iron_ore_price,iron_ore_status,coking_coal_price,coking_coal_status,china_iron_ore_imports,china_iron_ore_imports_status,usd_inr_rate,usd_inr_status,bunker_vlsfo_price,bunker_ifo380_price,bunker_status,commodity_demand_index,global_trade_index,global_fleet_utilization_pct,BDI_lag_1,BDI_lag_7,BDI_lag_30,BDI_7d_avg,BDI_30d_avg,BCI_lag_1,BCI_lag_7,BCI_lag_30,BCI_7d_avg,BCI_30d_avg,BPI_lag_1,BPI_lag_7,BPI_lag_30,BPI_7d_avg,BPI_30d_avg,BSI_lag_1,BSI_lag_7,BSI_lag_30,BSI_7d_avg,BSI_30d_avg,BHSI_lag_1,BHSI_lag_7,BHSI_lag_30,BHSI_7d_avg,BHSI_30d_avg,iron_ore_price_lag_1,iron_ore_price_lag_7,iron_ore_price_lag_30,iron_ore_price_7d_avg,iron_ore_price_30d_avg,coking_coal_price_lag_1,coking_coal_price_lag_7,coking_coal_price_lag_30,coking_coal_price_7d_avg,coking_coal_price_30d_avg,usd_inr_rate_lag_1,usd_inr_rate_lag_7,usd_inr_rate_lag_30,usd_inr_rate_7d_avg,usd_inr_rate_30d_avg,bunker_vlsfo_price_lag_1,bunker_vlsfo_price_lag_7,bunker_vlsfo_price_lag_30,bunker_vlsfo_price_7d_avg,bunker_vlsfo_price_30d_avg,bunker_ifo380_price_lag_1,bunker_ifo380_price_lag_7,bunker_ifo380_price_lag_30,bunker_ifo380_price_7d_avg,bunker_ifo380_price_30d_avg,china_iron_ore_imports_lag_1,china_iron_ore_imports_lag_7,china_iron_ore_imports_lag_30,china_iron_ore_imports_7d_avg,china_iron_ore_imports_30d_avg,month,day_of_week,monsoon_flag,cyclone_season_flag,cyclone_active,days_since_last_cyclone
2022-03-01,2546.0,forward_filled,2175.0,forward_filled,3111.0,forward_filled,2983.0,forward_filled,1715.0,forward_filled,,,,,149.68,forward_filled,3156.0,forward_filled,87.0,real,76.159,forward_filled,938.0,706.0,forward_filled,,44.145013141138534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,
2022-03-22,2546.0,real,2175.0,real,3111.0,real,2983.0,real,1715.0,real,,,,,149.68,real,3156.0,real,87.0,forward_filled_monthly,76.159,real,938.0,706.0,real,,44.145013141138534,,2546.0,,,,,2175.0,,,,,3111.0,,,,,2983.0,,,,,1715.0,,,,,149.68,,,,,3156.0,,,,,76.159,,,,,938.0,,,,,706.0,,,,,87.0,,,,,3,1,0,0,0,
2022-03-23,2575.0,real,2100.0,real,3272.0,real,3016.0,real,1745.0,real,,,,,149.57,real,3110.0,real,87.0,forward_filled_monthly,76.53,real,943.0,719.0,real,,44.75790500447069,,2546.0,,,,,2175.0,,,,,3111.0,,,,,2983.0,,,,,1715.0,,,,,149.68,,,,,3156.0,,,,,76.159,,,,,938.0,,,,,706.0,,,,,87.0,,,,,3,2,0,0,0,
2022-03-24,2567.0,real,1969.0,real,3379.0,real,3033.0,real,1769.0,real,,,,,149.63,real,3113.5,real,87.0,forward_filled_monthly,76.305,real,966.0,741.0,real,,44.58883138699976,,2575.0,,,,,2100.0,,,,,3272.0,,,,,3016.0,,,,,1745.0,,,,,149.57,,,,,3110.0,,,,,76.53,,,,,943.0,,,,,719.0,,,,,87.0,,,,,3,3,0,0,0,
2022-03-25,2544.0,real,1887.0,real,3413.0,real,3020.0,real,1782.0,real,,,,,149.87,real,3245.0,real,87.0,forward_filled_monthly,76.285,real,953.5,726.5,real,,44.1027447367708,,2567.0,,,,,1969.0,,,,,3379.0,,,,,3033.0,,,,,1769.0,,,,,149.63,,,,,3113.5,,,,,76.305,,,,,966.0,,,,,741.0,,,,,87.0,,,,,3,4,0,0,0,
2022-03-28,2484.0,real,1734.0,real,3416.0,real,2991.0,real,1787.0,real,,,,,150.14,real,3331.5,real,87.0,forward_filled_monthly,76.09,real,953.5,729.5,real,,42.834692605738745,,2544.0,,,,,1887.0,,,,,3413.0,,,,,3020.0,,,,,1782.0,,,,,149.87,,,,,3245.0,,,,,76.285,,,,,953.5,,,,,726.5,,,,,87.0,,,,,3,0,0,0,0,
2022-03-29,2417.0,real,1639.0,real,3337.0,real,2946.0,real,1774.0,real,,,,,150.14,real,3531.5,real,87.0,forward_filled_monthly,75.666,real,938.5,717.5,real,,41.41870105941962,,2484.0,,,2525.5714285714284,,1734.0,,,1954.142857142857,,3416.0,,,3291.285714285714,,2991.0,,,2996.0,,1787.0,,,1755.2857142857142,,150.14,,,149.81571428571428,,3331.5,,,3234.785714285714,,76.09,,,76.17057142857142,,953.5,,,947.2142857142857,,729.5,,,720.7857142857143,,87.0,,,87.0,,3,1,0,0,0,
2022-03-30,2369.0,real,1646.0,real,3236.0,real,2875.0,real,1755.0,real,0.031586605673293355,0.9108300316211578,,,150.61,real,3531.5,real,87.0,forward_filled_monthly,75.823,real,929.5,715.5,real,,40.40425935459398,,2417.0,2546.0,,2500.285714285714,,1639.0,2175.0,,1878.5714285714287,,3337.0,3111.0,,3309.1428571428573,,2946.0,2983.0,,2980.5714285714284,,1774.0,1715.0,,1761.0,,150.14,149.68,,149.9485714285714,,3531.5,3156.0,,3288.4285714285716,,75.666,76.159,,76.12257142857143,,938.5,938.0,,946.0,,717.5,706.0,,722.1428571428571,,87.0,87.0,,87.0,,3,2,0,0,0,
2022-03-31,2358.0,real,1760.0,real,3141.0,real,2808.0,real,1735.0,real,0.05073251806448475,0.8567805265820615,,,150.84,real,3741.0,real,87.0,forward_filled_monthly,75.928,real,915.5,716.0,real,,40.171783130571434,,2369.0,2546.0,,2473.4285714285716,,1646.0,2175.0,,1819.2857142857142,,3236.0,3111.0,,3313.4285714285716,,2875.0,2983.0,,2955.5714285714284,,1755.0,1715.0,,1763.857142857143,,150.61,149.68,,150.1142857142857,,3531.5,3156.0,,3372.0,,75.823,76.159,,76.08957142857143,,929.5,938.0,,942.7857142857143,,715.5,706.0,,723.5714285714286,,87.0,87.0,,87.0,,3,3,0,0,0,
2022-04-01,2357.0,real,1864.0,real,3073.0,real,2755.0,real,1695.0,real,0.060365913166409345,0.8295851531537033,,,159.85,real,3741.0,real,86.0,real,75.995,real,904.5,706.0,real,,38.61218738992603,,2358.0,2575.0,,2442.285714285714,,1760.0,2100.0,,1785.5714285714287,,3141.0,3272.0,,3285.0,,2808.0,3016.0,,2918.285714285714,,1735.0,1745.0,,1756.7142857142858,,150.84,149.57,,151.58285714285714,,3741.0,3110.0,,3462.1428571428573,,75.928,76.53,,76.01314285714285,,915.5,943.0,,937.2857142857143,,716.0,719.0,,721.7142857142857,,87.0,87.0,,86.85714285714286,,4,4,0,1,0,
2022-04-04,2307.0,real,1796.0,real,3015.0,real,2717.0,real,1672.0,real,0.057737507335335655,0.8370052244101021,,,161.84,real,3741.0,forward_filled,86.0,forward_filled_monthly,75.451,real,909.5,711.0,real,,37.555477280732646,,2357.0,2567.0,,2405.1428571428573,,1864.0,1969.0,,1760.857142857143,,3073.0,3379.0,,3233.0,,2755.0,3033.0,,2873.1428571428573,,1695.0,1769.0,,1742.857142857143,,159.85,149.63,,153.32714285714286,,3741.0,3113.5,,3551.785714285714,,75.995,76.305,,75.89114285714285,,904.5,966.0,,929.2142857142857,,706.0,741.0,,717.4285714285714,,86.0,87.0,,86.71428571428571,,4,0,0,1,0,
2022-04-05,2213.0,real,1624.0,real,2951.0,real,2660.0,real,1639.0,real,0.06552627022965984,0.8150173049678934,,,161.25,real,3741.0,forward_filled,86.0,forward_filled_monthly,75.465,real,919.5,722.0,real,,35.568862275449106,,2307.0,2544.0,,2357.8571428571427,,1796.0,1887.0,,1723.2857142857142,,3015.0,3413.0,,3167.0,,2717.0,3020.0,,2821.714285714286,,1672.0,1782.0,,1722.4285714285713,,161.84,149.87,,154.95285714285714,,3741.0,3245.0,,3622.6428571428573,,75.451,76.285,,75.774,,909.5,953.5,,924.3571428571429,,711.0,726.5,,716.7857142857143,,86.0,87.0,,86.57142857142857,,4,1,0,1,0,
2022-04-06,2128.0,real,1490.0,real,2868.0,real,2605.0,real,1605.0,real,0.065752810759238,0.8143777740202522,,,160.08,real,3741.0,real,86.0,forward_filled_monthly,75.947,real,919.5,712.5,real,,33.772455089820355,,2213.0,2484.0,,2307.0,,1624.0,1734.0,,1688.4285714285713,,2951.0,3416.0,,3088.714285714286,,2660.0,2991.0,,2766.5714285714284,,1639.0,1787.0,,1696.4285714285713,,161.25,150.14,,156.37285714285713,,3741.0,3331.5,,3681.1428571428573,,75.465,76.09,,75.75357142857142,,919.5,953.5,,919.5,,722.0,729.5,,714.3571428571429,,86.0,87.0,,86.42857142857143,,4,2,0,1,0,
2022-04-07,2061.0,real,1417.0,real,2778.0,real,2547.0,real,1568.0,real,0.06527022543119684,0.8157401273825163,,,157.29,real,3741.0,real,86.0,forward_filled_monthly,75.913,real,891.5,696.5,real,,32.35646354350123,,2128.0,2417.0,,2256.1428571428573,,1490.0,1639.0,,1656.7142857142858,,2868.0,3337.0,,3008.8571428571427,,2605.0,2946.0,,2709.5714285714284,,1605.0,1774.0,,1667.0,,160.08,150.14,,157.3942857142857,,3741.0,3531.5,,3711.0714285714284,,75.947,75.666,,75.78885714285714,,919.5,938.5,,912.7857142857143,,712.5,717.5,,711.3571428571429,,86.0,87.0,,86.28571428571429,,4,3,0,1,0,
2022-04-08,2055.0,real,1444.0,real,2777.0,real,2502.0,real,1544.0,real,0.06636855329047966,0.812639513739669,,,154.21,real,3741.0,real,86.0,forward_filled_monthly,75.96,real,887.5,688.5,real,,32.22965833039803,,2061.0,2369.0,,2211.285714285714,,1417.0,1646.0,,1627.857142857143,,2778.0,3236.0,,2943.285714285714,,2547.0,2875.0,,2656.285714285714,,1568.0,1755.0,,1636.857142857143,,157.29,150.61,,157.9085714285714,,3741.0,3531.5,,3741.0,,75.913,75.823,,75.80842857142856,,891.5,929.5,,906.7857142857143,,696.5,715.5,,707.5,,86.0,87.0,,86.14285714285714,,4,4,0,1,0,
2022-04-11,2031.0,real,1395.0,real,2785.0,real,2473.0,real,1520.0,real,0.0545156673005324,0.8461005788459857,,,155.94,real,3741.0,real,86.0,forward_filled_monthly,75.836,real,884.0,693.0,real,,31.722437477985206,,2055.0,2358.0,,2164.5714285714284,,1444.0,1760.0,,1575.7142857142858,,2777.0,3141.0,,2892.4285714285716,,2502.0,2808.0,,2608.4285714285716,,1544.0,1735.0,,1606.142857142857,,154.21,150.84,,158.63714285714286,,3741.0,3741.0,,3741.0,,75.96,75.928,,75.79528571428571,,887.5,915.5,,902.2857142857143,,688.5,716.0,,704.2142857142857,,86.0,87.0,,86.0,,4,0,0,1,0,
2022-04-12,2035.0,real,1368.0,real,2862.0,real,2448.0,real,1505.0,real,0.038546261751567334,0.8911827064591503,,,155.56,real,3741.0,real,86.0,forward_filled_monthly,76.082,real,887.5,699.5,real,,31.806974286720674,,2031.0,2357.0,,2118.5714285714284,,1395.0,1864.0,,1504.857142857143,,2785.0,3073.0,,2862.285714285714,,2473.0,2755.0,,2564.5714285714284,,1520.0,1695.0,,1579.0,,155.94,159.85,,158.02428571428572,,3741.0,3741.0,,3741.0,,75.836,75.995,,75.80771428571428,,884.0,904.5,,899.8571428571429,,693.0,706.0,,703.2857142857143,,86.0,86.0,,86.0,,4,1,0,1,0,
2022-04-13,2068.0,real,1371.0,real,2968.0,real,2461.0,real,1472.0,real,0.04216604358812615,0.8809639499633497,,,154.67,real,3741.0,real,86.0,forward_filled_monthly,76.122,real,908.5,727.0,real,,32.50440295878831,,2035.0,2307.0,,2084.4285714285716,,1368.0,1796.0,,1444.142857142857,,2862.0,3015.0,,2855.5714285714284,,2448.0,2717.0,,2528.0,,1505.0,1672.0,,1550.4285714285713,,155.56,161.84,,157.0,,3741.0,3741.0,,3741.0,,76.082,75.451,,75.90357142857142,,887.5,909.5,,899.7142857142857,,699.5,711.0,,705.5714285714286,,86.0,86.0,,86.0,,4,2,0,1,0,
2022-04-14,2137.0,real,1481.0,real,3042.0,real,2497.0,real,1449.0,real,0.05251731383973714,0.851741992701971,,,155.69,real,3741.0,real,86.0,forward_filled_monthly,76.292,real,917.0,734.0,real,,33.96266290947516,,2068.0,2213.0,,2073.5714285714284,,1371.0,1624.0,,1423.7142857142858,,2968.0,2951.0,,2868.5714285714284,,2461.0,2660.0,,2504.714285714286,,1472.0,1639.0,,1523.2857142857142,,154.67,161.25,,156.2057142857143,,3741.0,3741.0,,3741.0,,76.122,75.465,,76.0217142857143,,908.5,919.5,,899.3571428571429,,727.0,722.0,,707.2857142857143,,86.0,86.0,,86.0,,4,3,0,1,0,
2022-04-15,2137.0,forward_filled,1481.0,forward_filled,3042.0,forward_filled,2497.0,forward_filled,1449.0,forward_filled,0.042291883869550566,0.8806086989423485,,,155.69,forward_filled,3741.0,real,86.0,forward_filled_monthly,76.332,real,927.0,736.5,real,,33.96266290947516,,2137.0,2128.0,,2074.8571428571427,,1481.0,1490.0,,1422.4285714285713,,3042.0,2868.0,,2893.4285714285716,,2497.0,2605.0,,2489.285714285714,,1449.0,1605.0,,1501.0,,155.69,160.08,,155.57857142857142,,3741.0,3741.0,,3741.0,,76.292,75.947,,76.07671428571429,,917.0,919.5,,900.4285714285714,,734.0,712.5,,710.7142857142857,,86.0,86.0,,86.0,,4,4,0,1,0,
2022-04-18,2137.0,forward_filled,1481.0,forward_filled,3042.0,forward_filled,2497.0,forward_filled,1449.0,forward_filled,0.03651388678274114,0.8969201640884583,,,155.62,real,3741.0,real,86.0,forward_filled_monthly,76.284,real,928.5,741.0,real,,33.96266290947516,,2137.0,2061.0,,2085.714285714286,,1481.0,1417.0,,1431.5714285714287,,3042.0,2778.0,,2931.1428571428573,,2497.0,2547.0,,2482.1428571428573,,1449.0,1568.0,,1484.0,,155.69,157.29,,155.33999999999997,,3741.0,3741.0,,3741.0,,76.332,75.913,,76.12971428571429,,927.0,891.5,,905.7142857142857,,736.5,696.5,,717.0714285714286,,86.0,86.0,,86.0,,4,0,0,1,0,
2022-04-19,2115.0,real,1342.0,real,3079.0,real,2541.0,real,1448.0,real,0.05192754834925499,0.8534069189900682,,,154.58,real,3138.5,real,86.0,forward_filled_monthly,76.445,real,931.5,746.0,real,,33.49771046143008,,2137.0,2055.0,,2094.285714285714,,1481.0,1444.0,,1417.0,,3042.0,2777.0,,2974.285714285714,,2497.0,2502.0,,2487.714285714286,,1449.0,1544.0,,1470.2857142857142,,155.62,154.21,,155.39285714285714,,3741.0,3741.0,,3654.9285714285716,,76.284,75.96,,76.199,,928.5,887.5,,912.0,,741.0,688.5,,725.2857142857143,,86.0,86.0,,86.0,,4,1,0,1,0,
2022-04-20,2142.0,real,1363.0,real,3087.0,real,2596.0,real,1459.0,real,0.051377387745669224,0.8549600394529772,,,154.41,real,3095.0,real,86.0,forward_filled_monthly,76.269,real,928.5,741.0,real,,34.06833392039451,,2115.0,2031.0,,2110.1428571428573,,1342.0,1395.0,,1412.4285714285713,,3079.0,2785.0,,3017.4285714285716,,2541.0,2473.0,,2505.285714285714,,1448.0,1520.0,,1461.5714285714287,,154.58,155.94,,155.17428571428573,,3138.5,3741.0,,3562.6428571428573,,76.445,75.836,,76.26085714285715,,931.5,884.0,,918.3571428571429,,746.0,693.0,,732.1428571428571,,86.0,86.0,,86.0,,4,2,0,1,0,
2022-04-21,2239.0,real,1636.0,real,3047.0,real,2646.0,real,1473.0,real,0.09095635133674453,0.743227396560375,,,154.27,real,3085.5,real,86.0,forward_filled_monthly,76.262,real,921.5,742.5,real,,36.11835153222966,,2142.0,2035.0,,2139.285714285714,,1363.0,1368.0,,1450.7142857142858,,3087.0,2862.0,,3043.8571428571427,,2596.0,2448.0,,2533.5714285714284,,1459.0,1505.0,,1457.0,,154.41,155.56,,154.99,,3095.0,3741.0,,3469.0,,76.269,76.082,,76.28657142857142,,928.5,887.5,,923.2142857142857,,741.0,699.5,,738.2857142857143,,86.0,86.0,,86.0,,4,3,0,1,0,
2022-04-22,2307.0,real,1845.0,real,3004.0,real,2678.0,real,1504.0,real,0.0969235502856235,0.7263818086841288,,,154.13,real,3079.0,real,86.0,forward_filled_monthly,76.475,real,919.0,742.5,real,,37.555477280732646,,2239.0,2068.0,,2173.4285714285716,,1636.0,1371.0,,1518.4285714285713,,3047.0,2968.0,,3049.0,,2646.0,2461.0,,2564.5714285714284,,1473.0,1472.0,,1461.5714285714287,,154.27,154.67,,154.91285714285712,,3085.5,3741.0,,3374.4285714285716,,76.262,76.122,,76.33699999999999,,921.5,908.5,,924.7142857142857,,742.5,727.0,,740.5,,86.0,86.0,,86.0,,4,4,0,1,0,
2022-04-25,2356.0,real,2003.0,real,2967.0,real,2699.0,real,1538.0,real,0.09725188225106932,0.7254549173530568,,,152.47,real,3064.5,real,86.0,forward_filled_monthly,76.748,real,890.0,726.5,real,,38.59105318774216,,2307.0,2137.0,,2204.714285714286,,1845.0,1481.0,,1593.0,,3004.0,3042.0,,3038.285714285714,,2678.0,2497.0,,2593.4285714285716,,1504.0,1449.0,,1474.2857142857142,,154.13,155.69,,154.45285714285714,,3079.0,3741.0,,3277.785714285714,,76.475,76.292,,76.40214285714286,,919.0,917.0,,920.8571428571429,,742.5,734.0,,739.4285714285714,,86.0,86.0,,86.0,,4,0,0,1,0,
2022-04-26,2404.0,real,2169.0,real,2919.0,real,2714.0,real,1564.0,real,0.09547351263988721,0.7304753099724853,,,152.08,real,3073.5,real,86.0,forward_filled_monthly,76.68,real,886.5,712.0,real,,39.605494892567805,,2356.0,2137.0,,2242.8571428571427,,2003.0,1481.0,,1691.2857142857142,,2967.0,3042.0,,3020.714285714286,,2699.0,2497.0,,2624.4285714285716,,1538.0,1449.0,,1490.7142857142858,,152.47,155.69,,153.93714285714285,,3064.5,3741.0,,3182.4285714285716,,76.748,76.332,,76.45185714285715,,890.0,927.0,,915.0714285714286,,726.5,736.5,,735.9285714285714,,86.0,86.0,,86.0,,4,1,0,1,0,
2022-04-27,2425.0,real,2226.0,real,2904.0,real,2736.0,real,1574.0,real,0.09322192551761914,0.7368316103161023,,,151.62,real,3087.5,real,86.0,forward_filled_monthly,76.633,real,901.0,738.0,real,,40.04931313842903,,2404.0,2137.0,,2284.0,,2169.0,1481.0,,1797.7142857142858,,2919.0,3042.0,,3001.0,,2714.0,2497.0,,2658.5714285714284,,1564.0,1449.0,,1508.5714285714287,,152.08,155.62,,153.3657142857143,,3073.5,3741.0,,3089.0714285714284,,76.68,76.284,,76.5017142857143,,886.5,928.5,,911.1428571428571,,712.0,741.0,,735.5,,86.0,86.0,,86.0,,4,2,0,1,0,
2022-04-28,2403.0,real,2149.0,real,2914.0,real,2736.0,real,1582.0,real,0.07799482941864104,0.7798181753079684,,,151.19,real,3012.5,real,86.0,forward_filled_monthly,76.67,real,903.5,743.0,real,,39.58436069038393,,2425.0,2115.0,,2325.1428571428573,,2226.0,1342.0,,1913.0,,2904.0,3079.0,,2977.4285714285716,,2736.0,2541.0,,2686.4285714285716,,1574.0,1448.0,,1527.7142857142858,,151.62,154.58,,152.8814285714286,,3087.5,3138.5,,3071.0714285714284,,76.633,76.445,,76.53385714285714,,901.0,931.5,,907.1428571428571,,738.0,746.0,,735.0714285714286,,86.0,86.0,,86.0,,4,3,0,1,0,
2022-04-29,2404.0,real,2136.0,real,2938.0,real,2734.0,real,1593.0,real,0.08098088679912886,0.7713884426247686,,,150.77,real,2990.0,real,86.0,forward_filled_monthly,76.535,real,924.5,747.5,real,,39.605494892567805,,2403.0,2142.0,,2362.5714285714284,2295.5666666666666,2149.0,1363.0,,2023.4285714285713,1738.8666666666666,2914.0,3087.0,,2956.1428571428573,3049.266666666667,2736.0,2596.0,,2706.1428571428573,2713.133333333333,1582.0,1459.0,,1546.857142857143,1602.6333333333334,151.19,154.41,,152.36142857142858,153.779,3012.5,3095.0,,3056.0714285714284,3414.4666666666667,76.67,76.269,,76.57185714285713,76.17803333333333,903.5,928.5,,906.5714285714286,918.8666666666667,743.0,741.0,,736.0,722.7833333333333,86.0,86.0,,86.0,86.3,4,4,0,1,0,
2022-05-01,2404.0,forward_filled,2136.0,forward_filled,2938.0,forward_filled,2734.0,forward_filled,1593.0,forward_filled,0.059292132605604515,0.8326164690109098,-0.055773762765121804,24.528653079021268,150.77,forward_filled,2990.0,forward_filled,92.5,real,76.535,forward_filled,924.5,747.5,forward_filled,41.302352685793075,49.605494892567805,34.717191847412764,2404.0,2239.0,2546.0,2386.1428571428573,2290.8333333333335,2136.0,1636.0,2175.0,2094.8571428571427,1737.5666666666666,2938.0,3047.0,3111.0,2940.5714285714284,3043.5,2734.0,2646.0,2983.0,2718.714285714286,2704.8333333333335,1593.0,1473.0,1715.0,1564.0,1598.5666666666666,150.77,154.27,149.68,151.86142857142858,153.81533333333334,2990.0,3085.5,3156.0,3042.4285714285716,3408.9333333333334,76.535,76.262,76.159,76.61085714285716,76.19056666666667,924.5,921.5,938.0,907.0,918.4166666666666,747.5,742.5,706.0,736.7142857142857,724.1666666666666,86.0,86.0,87.0,86.92857142857143,86.48333333333333,5,6,0,1,0,
2022-05-02,2404.0,forward_filled,2136.0,forward_filled,2938.0,forward_filled,2734.0,forward_filled,1593.0,forward_filled,0.046063609287285104,0.8699610010000075,-0.055773762765121804,24.528653079021268,144.08,real,2990.0,forward_filled,92.5,forward_filled_monthly,76.485,real,920.5,751.0,real,37.846911505178944,49.605494892567805,34.717191847412764,2404.0,2307.0,2546.0,2400.0,2286.1,2136.0,1845.0,2175.0,2136.4285714285716,1736.2666666666667,2938.0,3004.0,3111.0,2931.1428571428573,3037.733333333333,2734.0,2678.0,2983.0,2726.714285714286,2696.5333333333333,1593.0,1504.0,1715.0,1576.7142857142858,1594.5,150.77,154.13,149.68,150.4257142857143,153.62866666666667,2990.0,3079.0,3156.0,3029.714285714286,3403.4,76.535,76.475,76.159,76.61228571428572,76.20143333333333,924.5,919.0,938.0,907.2142857142857,917.8333333333334,747.5,742.5,706.0,737.9285714285714,725.6666666666666,92.5,86.0,87.0,87.85714285714286,86.66666666666667,5,0,0,1,0,
2022-05-03,2412.0,real,2147.0,real,2955.0,real,2733.0,real,1609.0,real,0.03661385407283485,0.8966379533251755,-0.06330097087378639,24.195060972294904,144.08,real,2990.0,forward_filled,92.5,forward_filled_monthly,76.47,real,928.5,757.5,real,38.674189450102226,49.774568510038755,34.51703658337694,2404.0,2356.0,2575.0,2408.0,2280.6666666666665,2136.0,2003.0,2100.0,2157.0,1737.8333333333333,2938.0,2967.0,3272.0,2929.4285714285716,3027.1666666666665,2734.0,2699.0,3016.0,2731.5714285714284,2687.1,1593.0,1538.0,1745.0,1586.857142857143,1589.9666666666667,144.08,152.47,149.57,149.22714285714287,153.44566666666665,2990.0,3064.5,3110.0,3019.0714285714284,3399.4,76.485,76.748,76.53,76.57257142857144,76.19943333333335,920.5,890.0,943.0,912.7142857142857,917.35,751.0,726.5,719.0,742.3571428571429,726.95,92.5,86.0,87.0,88.78571428571429,86.85,5,1,0,1,0,
2022-05-04,2485.0,real,2319.0,real,3013.0,real,2732.0,real,1620.0,real,0.03570724673599963,0.8991973339814509,-0.03194390338917019,25.584748895352693,142.9,real,2990.0,forward_filled,92.5,forward_filled_monthly,76.283,real,925.0,761.5,real,37.97505975575037,51.31736526946108,35.35084933721161,2412.0,2404.0,2567.0,2419.5714285714284,2277.9333333333334,2147.0,2169.0,1969.0,2178.4285714285716,1749.5,2955.0,2919.0,3379.0,2942.8571428571427,3014.9666666666667,2733.0,2714.0,3033.0,2734.1428571428573,2677.0666666666666,1609.0,1564.0,1769.0,1594.857142857143,1585.0,144.08,152.08,149.63,147.9157142857143,153.22133333333332,2990.0,3073.5,3113.5,3007.1428571428573,3395.2833333333333,76.47,76.68,76.305,76.51585714285714,76.19869999999999,928.5,886.5,966.0,918.2142857142857,915.9833333333333,757.5,712.0,741.0,749.4285714285714,727.6333333333333,92.5,86.0,87.0,89.71428571428571,87.03333333333333,5,2,0,1,0,
2022-05-05,2644.0,real,2721.0,real,3110.0,real,2732.0,real,1632.0,real,0.07181064245822935,0.7972763270768686,0.03930817610062887,28.742510838758463,144.9,real,3088.0,real,92.5,forward_filled_monthly,76.515,real,935.0,769.5,real,38.40800272634129,54.67770341669602,37.24550650325508,2485.0,2425.0,2544.0,2450.8571428571427,2281.266666666667,2319.0,2226.0,1887.0,2249.1428571428573,1777.3,3013.0,2904.0,3413.0,2972.285714285714,3004.866666666667,2732.0,2736.0,3020.0,2733.5714285714284,2667.4666666666667,1620.0,1574.0,1782.0,1603.142857142857,1580.0,142.9,151.62,149.87,146.9557142857143,153.05566666666667,2990.0,3087.5,3245.0,3007.214285714286,3390.05,76.283,76.633,76.285,76.499,76.20636666666665,925.0,901.0,953.5,923.0714285714286,915.3666666666667,761.5,738.0,726.5,753.9285714285714,729.0666666666667,92.5,86.0,87.0,90.64285714285714,87.21666666666667,5,3,0,1,0,
2022-05-06,2718.0,real,2894.0,real,3175.0,real,2729.0,real,1640.0,real,0.06620145287885343,0.8131112433890946,0.09420289855072461,31.17534461270539,136.91,real,3171.5,real,92.5,forward_filled_monthly,76.979,real,933.5,759.5,real,34.17893582940369,56.241634378302216,38.70520676762324,2644.0,2403.0,2484.0,2495.8571428571427,2289.0666666666666,2721.0,2149.0,1734.0,2355.5714285714284,1815.9666666666667,3110.0,2914.0,3416.0,3009.5714285714284,2996.8333333333335,2732.0,2736.0,2991.0,2732.5714285714284,2658.733333333333,1632.0,1582.0,1787.0,1611.4285714285713,1575.1,144.9,151.19,150.14,144.9157142857143,152.6146666666667,3088.0,3012.5,3331.5,3029.9285714285716,3384.7166666666667,76.515,76.67,76.09,76.54314285714285,76.236,935.0,903.5,953.5,927.3571428571429,914.7,769.5,743.0,729.5,756.2857142857143,730.0666666666667,92.5,86.0,87.0,91.57142857142857,87.4,5,4,0,1,0,
2022-05-09,2831.0,real,3185.0,real,3233.0,real,2732.0,real,1650.0,real,0.06470143434392789,0.8173458422792209,0.17128671907323123,34.59155866064963,133.31,real,3171.5,real,92.5,forward_filled_monthly,77.365,real,932.0,756.5,real,29.352925970175203,58.629799225079246,40.75493519638978,2718.0,2404.0,2417.0,2556.8571428571427,2302.866666666667,2894.0,2136.0,1639.0,2505.4285714285716,1867.5,3175.0,2938.0,3337.0,3051.714285714286,2993.366666666667,2729.0,2734.0,2946.0,2732.285714285714,2651.6,1640.0,1593.0,1774.0,1619.5714285714287,1570.9666666666667,136.91,150.77,150.14,142.42142857142858,152.05366666666666,3171.5,2990.0,3531.5,3055.8571428571427,3372.7166666666667,76.979,76.535,75.666,76.66171428571428,76.29263333333333,933.5,924.5,938.5,928.4285714285714,914.4833333333333,759.5,747.5,717.5,757.5714285714286,731.3666666666667,92.5,86.0,87.0,92.5,87.58333333333333,5,0,0,1,0,
