date,bdi,bdi_status,bci,bci_status,bpi,bpi_status,bsi,bsi_status,bhsi,bhsi_status,bci_7d_vol,vessel_availability_index,bdi_30d_roc,shipping_demand_index,iron_ore_price,iron_ore_status,coking_coal_price,coking_coal_status,china_iron_ore_imports,china_iron_ore_imports_status,usd_inr_rate,usd_inr_status,bunker_vlsfo_price,bunker_ifo380_price,bunker_status,commodity_demand_index,global_trade_index,global_fleet_utilization_pct,bdi_lag_1,bdi_lag_7,bdi_lag_30,bdi_7d_avg,bdi_30d_avg,bci_lag_1,bci_lag_7,bci_lag_30,bci_7d_avg,bci_30d_avg,bpi_lag_1,bpi_lag_7,bpi_lag_30,bpi_7d_avg,bpi_30d_avg,bsi_lag_1,bsi_lag_7,bsi_lag_30,bsi_7d_avg,bsi_30d_avg,bhsi_lag_1,bhsi_lag_7,bhsi_lag_30,bhsi_7d_avg,bhsi_30d_avg,iron_ore_price_lag_1,iron_ore_price_lag_7,iron_ore_price_lag_30,iron_ore_price_7d_avg,iron_ore_price_30d_avg,coking_coal_price_lag_1,coking_coal_price_lag_7,coking_coal_price_lag_30,coking_coal_price_7d_avg,coking_coal_price_30d_avg,usd_inr_rate_lag_1,usd_inr_rate_lag_7,usd_inr_rate_lag_30,usd_inr_rate_7d_avg,usd_inr_rate_30d_avg,bunker_vlsfo_price_lag_1,bunker_vlsfo_price_lag_7,bunker_vlsfo_price_lag_30,bunker_vlsfo_price_7d_avg,bunker_vlsfo_price_30d_avg,bunker_ifo380_price_lag_1,bunker_ifo380_price_lag_7,bunker_ifo380_price_lag_30,bunker_ifo380_price_7d_avg,bunker_ifo380_price_30d_avg,china_iron_ore_imports_lag_1,china_iron_ore_imports_lag_7,china_iron_ore_imports_lag_30,china_iron_ore_imports_7d_avg,china_iron_ore_imports_30d_avg,month,day_of_week,monsoon_flag,cyclone_season_flag,cyclone_active,days_since_last_cyclone,quarter,week_of_year,day_of_year,is_monsoon,is_winter,is_summer,cyclone_count,days_since_cyclone,cyclone_risk_index,weather_disruption_index,weather_disruption_flag,disruption_flag,market_shock_flag,shock_type,port_disruption_flag,vessel_type,vessel_speed_knots,distance_nm,estimated_voyage_days,vessel_dwt,vessel_loa_m,vessel_beam_m,vessel_draft_m,vessel_age_years,fuel_consumption_penalty_factor,destination_port,origin_port,cargo_type,wb_coal_price_usd_tonne,wb_iron_ore_price_usd_tonne,china_crude_steel_production_mt,china_crude_steel_production_yoy_pct,india_crude_steel_production_mt,india_finished_steel_consumption_mt,port_cargo_mt_chennai,port_cargo_mt_kamarajar_(ennore),port_cargo_mt_paradip,port_cargo_mt_syama_prasad_mookerjee_(kolkata_and_haldia),port_cargo_mt_v.o._chidambaranar_(tuticorin),port_cargo_mt_visakhapatnam,cargo_tonnage,freight_rate_per_tonne
2023-05-27,1172.0,real,1683.0,real,1119.0,real,946.0,real,588.0,real,0.0279245057688769,0.9211682533362272,-0.1832752613240418,18.878019683343258,105.41,real,1300.0,real,96.0,forward_filled_monthly,82.575,real,585.0,485.0,real,20.107621703967848,28.952773186658355,31.32681181000596,1215.0,1425.0,1435.0,1311.571428571429,1472.1,1758.0,2184.0,1850.0,1960.428571428572,2141.766666666667,1141.0,1260.0,1702.0,1190.428571428571,1461.2333333333331,980.0,1090.0,1096.0,1029.7142857142858,1112.2333333333331,594.0,617.0,628.0,603.0,636.4666666666667,105.6,107.38,119.11,106.37714285714286,109.96533333333332,1333.0,1239.5,1770.0,1400.2857142857142,1399.95,82.742,82.405,81.845,82.75742857142858,82.16473333333333,589.0,583.0,642.0,589.7857142857143,596.3666666666667,489.5,482.0,527.5,488.7857142857143,493.98333333333335,96.0,96.0,90.0,96.0,94.0,5,0.0,0.0,0.0,0.0,17.0,2,21,147,0,0,1,0.0,168.0,0.0,0.0,0.0,0.0,0.0,none,0.0,Panamax / Kamsarmax Bulk,12.5,10613.7,35.38,69535.2,229.31,32.29,14.06,4.6,1.0,V.O. Chidambaranar (Tuticorin),Muara Pantai (ID),Lump Iron Ore,160.8,104.7,90.1,-7.3,11.2,10.2,4.74,3.81,12.19,5.1,3.12,6.34,63972.384,15.46932593589134
2023-05-29,1172.0,forward_filled,1683.0,forward_filled,1119.0,forward_filled,946.0,forward_filled,588.0,forward_filled,0.0306807774917034,0.9133872126979878,-0.1699716713881019,19.46761047579727,105.41,forward_filled,1280.0,real,96.0,forward_filled_monthly,82.614,real,588.5,489.0,real,17.361274570421024,28.952773186658355,31.680566285478363,1172.0,1402.0,1412.0,1278.7142857142858,1464.1,1683.0,2142.0,1801.0,1894.857142857143,2137.833333333333,1119.0,1235.0,1675.0,1173.857142857143,1442.7,946.0,1085.0,1098.0,1009.8571428571428,1107.1666666666667,588.0,614.0,630.0,599.2857142857143,635.0666666666667,105.41,107.27,120.01,106.11142857142856,109.47866666666668,1300.0,1475.0,1844.5,1372.428571428571,1381.1333333333334,82.575,82.725,82.005,82.74157142857143,82.18503333333334,585.0,595.0,640.5,588.8571428571429,594.6333333333333,485.0,492.0,527.5,488.3571428571428,492.7,96.0,96.0,90.0,96.0,94.2,5,0.0,0.0,1.0,0.0,20.0,2,22,149,0,0,1,0.0,171.0,20.00024795514159,20.00024795514159,0.0,0.0,0.0,none,0.0,Supramax / Ultramax Bulk,13.5,11949.0,36.88,61480.9,185.62,32.15,12.88,7.9,1.023,Paradip,Hay Point (AU),Pellets,160.8,104.7,90.1,-7.3,11.2,10.2,4.74,3.81,12.19,5.1,3.12,6.34,56562.42800000001,17.810197513577442
2023-06-01,937.0,real,1144.0,real,1030.0,real,847.0,real,559.0,real,0.0751392336169148,0.7878796109043222,-0.3456703910614525,11.680964325083094,104.5,real,1223.0,real,95.5,real,82.277,real,574.0,470.5,real,19.91200151333671,23.21700490421871,27.00857859504986,977.0,1348.0,1432.0,1127.2857142857142,1426.2666666666669,1218.0,2040.0,1778.0,1572.857142857143,2099.733333333333,1045.0,1212.0,1677.0,1104.0,1382.2666666666669,881.0,1043.0,1179.0,932.0,1080.3333333333333,572.0,604.0,650.0,583.2857142857143,628.1,105.07,106.54,119.31,105.25,107.974,1223.0,1398.5,1644.5,1293.357142857143,1338.5833333333333,82.69,82.835,82.14,82.60942857142858,82.22286666666666,577.0,585.0,618.0,584.8571428571429,589.55,467.5,487.0,510.5,482.4285714285714,488.45,96.0,96.0,90.0,95.92857142857144,94.78333333333332,6,3.0,1.0,0.0,0.0,23.0,2,22,152,1,0,0,0.0,174.0,0.0002001289952361,0.0002001289952361,0.0,0.0,0.0,none,0.0,Panamax / Kamsarmax Bulk,12.9,10361.0,33.47,77019.1,220.34,32.25,12.81,6.6,1.013,Syama Prasad Mookerjee (Kolkata & Haldia),Hay Point (AU),Lump Iron Ore,137.9,112.7,91.1,0.4,11.3,10.1,4.37,3.63,11.51,4.69,3.23,6.45,70857.57200000001,13.223312965233902
2023-06-02,919.0,real,1116.0,real,1030.0,real,819.0,real,545.0,real,0.0774015528658748,0.7814930134338897,-0.3889627659574468,9.76232539040052,106.33,real,1223.0,real,95.5,forward_filled_monthly,82.403,real,583.5,484.5,real,24.04656051028831,22.836589264909097,25.85739523424031,937.0,1295.0,1504.0,1073.571428571429,1406.7666666666669,1144.0,1930.0,1962.0,1456.571428571429,2071.5333333333333,1030.0,1184.0,1692.0,1082.0,1360.2,847.0,1014.0,1201.0,904.1428571428572,1067.6,559.0,600.0,660.0,575.4285714285714,624.2666666666667,104.5,105.56,117.21,105.36,107.61133333333332,1223.0,1369.5,1578.5,1272.428571428571,1326.7333333333331,82.277,82.675,82.055,82.57057142857143,82.23446666666668,574.0,596.0,613.0,583.0714285714286,588.5666666666667,470.5,492.0,508.0,481.3571428571428,487.6666666666667,95.5,96.0,90.0,95.85714285714286,94.96666666666668,6,4.0,1.0,0.0,0.0,24.0,2,22,153,1,0,0,0.0,175.0,0.0001863326586039,0.0001863326586039,0.0,0.0,0.0,none,0.0,Supramax / Ultramax Bulk,13.4,4547.2,14.14,51575.1,186.42,32.1,12.25,7.9,1.023,Chennai,Muara Pantai (ID),Lump Iron Ore,137.9,112.7,91.1,0.4,11.3,10.1,4.37,3.63,11.51,4.69,3.23,6.45,47449.092,7.803463112806613
2023-06-03,919.0,real,1116.0,real,1030.0,real,819.0,real,545.0,real,0.0774015528658748,0.7814930134338897,-0.3889627659574468,9.76232539040052,106.33,real,1223.0,real,95.5,forward_filled_monthly,82.403,real,583.5,484.5,real,24.04656051028831,22.836589264909097,25.85739523424031,937.0,1295.0,1504.0,1073.571428571429,1406.7666666666669,1144.0,1930.0,1962.0,1456.571428571429,2071.5333333333333,1030.0,1184.0,1692.0,1082.0,1360.2,847.0,1014.0,1201.0,904.1428571428572,1067.6,559.0,600.0,660.0,575.4285714285714,624.2666666666667,104.5,105.56,117.21,105.36,107.61133333333332,1223.0,1369.5,1578.5,1272.428571428571,1326.7333333333331,82.277,82.675,82.055,82.57057142857143,82.23446666666668,574.0,596.0,613.0,583.0714285714286,588.5666666666667,470.5,492.0,508.0,481.3571428571428,487.6666666666667,95.5,96.0,90.0,95.85714285714286,94.96666666666668,6,0.0,0.0,0.0,0.0,24.0,2,22,154,1,0,0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,none,0.0,Panamax / Kamsarmax Bulk,13.0,7464.1,23.92,66852.5,227.48,32.29,13.37,6.7,1.014,Visakhapatnam,Port Hedland (AU),Coking Coal,137.9,112.7,91.1,0.4,11.3,10.1,4.37,3.63,11.51,4.69,3.23,6.45,61504.3,10.702637264692711
2023-06-04,919.0,real,1116.0,real,1030.0,real,819.0,real,545.0,real,0.0774015528658748,0.7814930134338897,-0.3889627659574468,9.76232539040052,106.33,real,1223.0,real,95.5,forward_filled_monthly,82.403,real,583.5,484.5,real,24.04656051028831,22.836589264909097,25.85739523424031,937.0,1295.0,1504.0,1073.571428571429,1406.7666666666669,1144.0,1930.0,1962.0,1456.571428571429,2071.5333333333333,1030.0,1184.0,1692.0,1082.0,1360.2,847.0,1014.0,1201.0,904.1428571428572,1067.6,559.0,600.0,660.0,575.4285714285714,624.2666666666667,104.5,105.56,117.21,105.36,107.61133333333332,1223.0,1369.5,1578.5,1272.428571428571,1326.7333333333331,82.277,82.675,82.055,82.57057142857143,82.23446666666668,574.0,596.0,613.0,583.0714285714286,588.5666666666667,470.5,492.0,508.0,481.3571428571428,487.6666666666667,95.5,96.0,90.0,95.85714285714286,94.96666666666668,6,0.0,0.0,0.0,0.0,24.0,2,22,155,1,0,0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,none,0.0,Panamax / Kamsarmax Bulk,13.2,4601.4,14.52,80432.5,224.99,32.2,12.52,6.5,1.012,Syama Prasad Mookerjee (Kolkata & Haldia),Tubarao (BR),Iron Ore Fines,137.9,112.7,91.1,0.4,11.3,10.1,4.37,3.63,11.51,4.69,3.23,6.45,73997.90000000001,5.8939350838599465
2023-06-05,939.0,real,1178.0,real,1048.0,real,803.0,real,537.0,real,0.0903758443761826,0.7448661857310886,-0.3810151615029663,10.11454869486132,107.38,real,1223.0,real,95.5,forward_filled_monthly,82.525,real,594.5,494.5,real,25.601933847537733,23.259273308586447,26.0687292169168,919.0,1215.0,1517.0,1034.142857142857,1387.5,1116.0,1758.0,1993.0,1373.7142857142858,2044.3666666666663,1030.0,1141.0,1687.0,1068.7142857142858,1338.9,819.0,980.0,1212.0,878.8571428571429,1053.9666666666667,545.0,594.0,664.0,567.2857142857143,620.0333333333333,106.33,105.6,116.76,105.61428571428571,107.29866666666666,1223.0,1333.0,1557.0,1256.7142857142858,1315.6,82.403,82.742,81.96,82.53957142857143,82.25330000000001,583.5,589.0,611.5,583.8571428571429,588.0,484.5,489.5,508.0,482.07142857142856,487.2166666666666,95.5,96.0,90.0,95.78571428571428,95.15,6,0.0,1.0,0.0,0.0,27.0,2,23,156,1,0,0,0.0,178.0,0.0001503923956059,0.0001503923956059,0.0,0.0,0.0,none,0.0,Capesize Bulk,14.1,2946.3,8.71,204456.7,291.42,47.26,16.77,2.4,1.0,Kamarajar (Ennore),Hay Point (AU),Thermal Coal,137.9,112.7,91.1,0.4,11.3,10.1,4.37,3.63,11.51,4.69,3.23,6.45,188100.164,2.406512618443544
2023-06-07,1020.0,real,1387.0,real,1139.0,real,766.0,real,515.0,real,0.1246635287063921,0.6480709884524657,-0.3359375,12.11230826919309,109.18,real,1223.0,real,95.5,forward_filled_monthly,82.51,real,595.0,486.0,real,29.123964725339423,24.97114368547972,27.26738496151585,1016.0,1172.0,1536.0,990.1428571428572,1353.8333333333333,1383.0,1683.0,2100.0,1288.571428571429,2000.5,1108.0,1119.0,1640.0,1070.0,1303.5666666666666,781.0,946.0,1203.0,829.5714285714286,1024.9,526.0,588.0,667.0,548.0,610.2666666666667,108.59,105.41,116.71,106.60714285714286,106.74733333333332,1223.0,1280.0,1478.5,1237.571428571429,1296.9666666666667,82.515,82.614,81.76,82.51614285714285,82.2958,591.5,588.5,609.0,585.7142857142857,586.6833333333333,486.5,489.0,506.5,481.8571428571428,485.73333333333335,95.5,96.0,90.0,95.64285714285714,95.51666666666668,6,2.0,1.0,0.0,0.0,29.0,2,23,158,1,0,0,0.0,180.0,0.0001303718440412,0.0001303718440412,0.0,1.0,0.0,none,1.0,Panamax / Kamsarmax Bulk,13.1,4527.5,14.4,73321.4,229.78,32.22,12.93,5.6,1.005,Paradip,Tubarao (BR),Lump Iron Ore,137.9,112.7,91.1,0.4,11.3,10.1,4.37,3.63,11.51,4.69,3.23,6.45,67455.688,6.493874449775087
2023-06-08,1040.0,real,1460.0,real,1146.0,real,747.0,real,505.0,real,0.1264223493507133,0.6431057831733566,-0.3421884882985452,11.83527589204476,111.43,real,1223.0,real,95.5,forward_filled_monthly,82.516,real,598.5,489.5,real,32.33077923868577,25.39382772915707,27.10116553522686,1020.0,1123.0,1581.0,978.2857142857144,1335.8,1387.0,1594.0,2276.0,1269.428571428571,1973.3,1139.0,1090.0,1612.0,1078.0,1288.0333333333333,766.0,910.0,1185.0,806.2857142857143,1010.3,515.0,582.0,665.0,537.0,604.9333333333333,109.18,105.2,116.21,107.49714285714286,106.588,1223.0,1325.0,1434.5,1223.0,1289.9166666666667,82.51,82.693,81.715,82.49085714285715,82.32249999999999,595.0,584.5,598.0,587.7142857142857,586.7,486.0,483.5,496.5,482.7142857142857,485.5,95.5,96.0,90.0,95.57142857142856,95.7,6,3.0,1.0,0.0,0.0,30.0,2,23,159,1,0,0,0.0,181.0,0.0001213843715082,0.0001213843715082,0.0,1.0,0.0,none,1.0,Panamax / Kamsarmax Bulk,13.1,11743.4,37.35,84804.5,222.09,32.2,14.49,4.4,1.0,Chennai,Richards Bay (ZA),Iron Ore Fines,137.9,112.7,91.1,0.4,11.3,10.1,4.37,3.63,11.51,4.69,3.23,6.45,78020.14,14.543437881263737
2023-06-09,1055.0,real,1514.0,real,1146.0,real,736.0,real,501.0,real,0.0750475600051842,0.7881384083561201,-0.3305837563451776,12.349576403526887,112.96,real,1223.0,real,95.5,forward_filled_monthly,82.445,real,593.0,486.0,real,37.31671346513905,25.710840761915083,27.40974584211613,1040.0,977.0,1576.0,989.4285714285714,1318.4333333333334,1460.0,1218.0,2301.0,1311.7142857142858,1947.0666666666664,1146.0,1045.0,1586.0,1092.428571428571,1273.3666666666666,747.0,881.0,1165.0,785.5714285714286,996.0,505.0,572.0,663.0,526.8571428571429,599.5333333333333,111.43,105.07,116.14,108.62428571428572,106.482,1223.0,1223.0,1324.0,1223.0,1286.55,82.516,82.69,81.745,82.45585714285714,82.34583333333333,598.5,577.0,600.0,590.0,586.4666666666667,489.5,467.5,494.5,485.3571428571428,485.2166666666666,95.5,96.0,90.0,95.5,95.88333333333334,6,4.0,1.0,0.0,0.0,31.0,2,23,160,1,0,0,0.0,182.0,0.000113016470349,0.000113016470349,0.0,0.0,0.0,none,0.0,Capesize Bulk,12.1,7581.3,26.11,159010.1,292.12,46.59,17.7,1.7,1.0,V.O. Chidambaranar (Tuticorin),Muara Pantai (ID),Iron Ore Fines,137.9,112.7,91.1,0.4,11.3,10.1,4.37,3.63,11.51,4.69,3.23,6.45,146289.29200000002,8.570539736596714
2023-06-10,1055.0,real,1514.0,real,1146.0,real,736.0,real,501.0,real,0.0750475600051842,0.7881384083561201,-0.3305837563451776,12.349576403526887,112.96,real,1223.0,real,95.5,forward_filled_monthly,82.445,real,593.0,486.0,real,37.31671346513905,25.710840761915083,27.40974584211613,1040.0,977.0,1576.0,989.4285714285714,1318.4333333333334,1460.0,1218.0,2301.0,1311.7142857142858,1947.0666666666664,1146.0,1045.0,1586.0,1092.428571428571,1273.3666666666666,747.0,881.0,1165.0,785.5714285714286,996.0,505.0,572.0,663.0,526.8571428571429,599.5333333333333,111.43,105.07,116.14,108.62428571428572,106.482,1223.0,1223.0,1324.0,1223.0,1286.55,82.516,82.69,81.745,82.45585714285714,82.34583333333333,598.5,577.0,600.0,590.0,586.4666666666667,489.5,467.5,494.5,485.3571428571428,485.2166666666666,95.5,96.0,90.0,95.5,95.88333333333334,6,0.0,0.0,0.0,0.0,31.0,2,23,161,1,0,0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,none,0.0,Capesize Bulk,13.2,8414.3,26.56,199143.8,286.22,47.97,16.79,0.7,1.0,Paradip,Hay Point (AU),Lump Iron Ore,137.9,112.7,91.1,0.4,11.3,10.1,4.37,3.63,11.51,4.69,3.23,6.45,183212.296,7.647987536277586
2023-06-11,1055.0,real,1514.0,real,1146.0,real,736.0,real,501.0,real,0.0750475600051842,0.7881384083561201,-0.3305837563451776,12.349576403526887,112.96,real,1223.0,real,95.5,forward_filled_monthly,82.445,real,593.0,486.0,real,37.31671346513905,25.710840761915083,27.40974584211613,1040.0,977.0,1576.0,989.4285714285714,1318.4333333333334,1460.0,1218.0,2301.0,1311.7142857142858,1947.0666666666664,1146.0,1045.0,1586.0,1092.428571428571,1273.3666666666666,747.0,881.0,1165.0,785.5714285714286,996.0,505.0,572.0,663.0,526.8571428571429,599.5333333333333,111.43,105.07,116.14,108.62428571428572,106.482,1223.0,1223.0,1324.0,1223.0,1286.55,82.516,82.69,81.745,82.45585714285714,82.34583333333333,598.5,577.0,600.0,590.0,586.4666666666667,489.5,467.5,494.5,485.3571428571428,485.2166666666666,95.5,96.0,90.0,95.5,95.88333333333334,6,0.0,0.0,0.0,0.0,31.0,2,23,162,1,0,0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,none,0.0,Capesize Bulk,14.2,6785.7,19.91,188690.0,281.85,47.99,16.5,3.6,1.0,Paradip,Port Hedland (AU),Pellets,137.9,112.7,91.1,0.4,11.3,10.1,4.37,3.63,11.51,4.69,3.23,6.45,173594.80000000002,5.959019526736975
2023-06-15,1094.0,real,1599.0,real,1184.0,real,740.0,real,471.0,real,0.0208773718901276,0.9410625310446058,-0.2919093851132686,14.06355385563414,112.93,real,1425.5,real,95.5,forward_filled_monthly,81.905,real,592.5,490.0,real,58.553341449751,26.53507464708592,28.43813231338049,1079.0,1016.0,1545.0,1059.7142857142858,1254.1666666666667,1580.0,1383.0,2325.0,1522.7142857142858,1849.7,1163.0,1108.0,1514.0,1152.2857142857142,1221.1,729.0,781.0,1105.0,738.0,942.0,476.0,526.0,651.0,491.4285714285714,575.7666666666667,112.75,108.59,103.87,111.8342857142857,107.492,1223.0,1223.0,1241.5,1251.928571428571,1282.5833333333333,81.96,82.515,81.725,82.28442857142856,82.39433333333334,594.5,591.5,572.0,592.1428571428571,586.6666666666666,492.0,486.5,477.0,486.2142857142857,484.81666666666666,95.5,95.5,96.0,95.5,95.81666666666666,6,3.0,1.0,0.0,0.0,37.0,2,24,166,1,0,0,0.0,188.0,7.362334292967337e-05,7.362334292967337e-05,0.0,0.0,0.0,none,0.0,Panamax / Kamsarmax Bulk,13.4,3134.7,9.75,67567.0,226.5,32.3,14.32,6.5,1.012,Visakhapatnam,Port Hedland (AU),Lump Iron Ore,137.9,112.7,91.1,0.4,11.3,10.1,4.37,3.63,11.51,4.69,3.23,6.45,62161.64,4.9160699073657
2023-06-16,1076.0,real,1528.0,real,1193.0,real,748.0,real,464.0,real,0.0322945531125725,0.9088314740228092,-0.3093709884467266,13.289687508545487,113.02,real,1429.5,real,95.5,forward_filled_monthly,81.915,real,601.5,500.0,real,59.46961571794235,26.154659007776303,27.97381250512729,1094.0,1020.0,1558.0,1067.7142857142858,1238.1,1599.0,1387.0,2384.0,1542.857142857143,1821.1666666666667,1184.0,1139.0,1501.0,1160.0,1210.8333333333333,740.0,766.0,1096.0,735.4285714285714,930.4,471.0,515.0,645.0,484.1428571428572,569.7333333333333,112.93,109.18,103.55,112.38285714285716,107.80766666666666,1425.5,1223.0,1233.5,1281.428571428571,1289.1166666666666,81.905,82.51,81.725,82.19942857142857,82.40066666666667,592.5,595.0,574.0,593.0714285714286,587.5833333333334,490.0,486.0,476.5,488.2142857142857,485.6,95.5,95.5,96.0,95.5,95.8,6,4.0,1.0,0.0,0.0,38.0,2,24,167,1,0,0,0.0,189.0,6.854795431920422e-05,6.854795431920422e-05,0.0,0.0,0.0,none,0.0,Supramax / Ultramax Bulk,14.3,5136.5,14.97,58392.0,187.57,32.22,12.11,7.4,1.019,Paradip,Hay Point (AU),Thermal Coal,137.9,112.7,91.1,0.4,11.3,10.1,4.37,3.63,11.51,4.69,3.23,6.45,53720.64,7.396842198178725
2023-06-18,1076.0,real,1528.0,real,1193.0,real,748.0,real,464.0,real,0.0322945531125725,0.9088314740228092,-0.3093709884467266,13.289687508545487,113.02,real,1429.5,real,95.5,forward_filled_monthly,81.915,real,601.5,500.0,real,59.46961571794235,26.154659007776303,27.97381250512729,1094.0,1020.0,1558.0,1067.7142857142858,1238.1,1599.0,1387.0,2384.0,1542.857142857143,1821.1666666666667,1184.0,1139.0,1501.0,1160.0,1210.8333333333333,740.0,766.0,1096.0,735.4285714285714,930.4,471.0,515.0,645.0,484.1428571428572,569.7333333333333,112.93,109.18,103.55,112.38285714285716,107.80766666666666,1425.5,1223.0,1233.5,1281.428571428571,1289.1166666666666,81.905,82.51,81.725,82.19942857142857,82.40066666666667,592.5,595.0,574.0,593.0714285714286,587.5833333333334,490.0,486.0,476.5,488.2142857142857,485.6,95.5,95.5,96.0,95.5,95.8,6,0.0,0.0,0.0,0.0,38.0,2,24,169,1,0,0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,none,0.0,Aframax / Suezmax Tanker,14.3,4633.7,13.5,98918.0,247.4,46.42,14.96,12.5,1.06,V.O. Chidambaranar (Tuticorin),Newcastle (AU),Pellets,137.9,112.7,91.1,0.4,11.3,10.1,4.37,3.63,11.51,4.69,3.23,6.45,91004.56,5.2707097267873175
2023-06-19,1065.0,real,1492.0,real,1193.0,real,751.0,real,460.0,real,0.0300103016881455,0.9152799867054396,-0.3164313222079589,12.976786419642474,113.02,forward_filled,1477.5,real,95.5,forward_filled_monthly,81.915,real,611.0,505.5,real,58.32351301382889,25.92218278375376,27.786071851785483,1076.0,1040.0,1558.0,1071.2857142857142,1221.6666666666667,1528.0,1460.0,2384.0,1547.428571428571,1791.4333333333334,1193.0,1146.0,1501.0,1166.7142857142858,1200.5666666666666,748.0,747.0,1096.0,736.0,918.9,464.0,505.0,645.0,477.7142857142857,563.5666666666667,113.02,111.43,107.4,112.61,107.995,1429.5,1223.0,1238.5,1317.7857142857142,1297.0833333333333,81.915,82.516,81.78,82.11357142857143,82.40516666666667,601.5,598.5,583.0,594.8571428571429,588.5166666666667,500.0,489.5,480.0,490.5,486.45,95.5,95.5,96.0,95.5,95.78333333333332,6,0.0,1.0,0.0,0.0,41.0,2,25,170,1,0,0,0.0,192.0,5.5326270451944496e-05,5.5326270451944496e-05,0.0,0.0,0.0,none,0.0,Supramax / Ultramax Bulk,13.7,3237.2,9.85,54420.8,185.85,32.23,12.9,7.9,1.023,V.O. Chidambaranar (Tuticorin),Muara Pantai (ID),Iron Ore Fines,137.9,112.7,91.1,0.4,11.3,10.1,4.37,3.63,11.51,4.69,3.23,6.45,50067.136000000006,5.433405414396542
2023-06-20,1078.0,real,1540.0,real,1174.0,real,759.0,real,458.0,real,0.0291576898821628,0.9176869363019003,-0.3254067584480601,12.579011488897972,113.08,real,1477.5,real,95.5,forward_filled_monthly,82.005,real,610.0,506.5,real,59.16480488423468,26.19692741214404,27.547406893338785,1065.0,1055.0,1598.0,1074.571428571429,1204.3333333333333,1492.0,1514.0,2509.0,1551.142857142857,1759.1333333333334,1193.0,1146.0,1494.0,1170.7142857142858,1189.9,751.0,736.0,1097.0,739.2857142857143,907.6333333333332,460.0,501.0,640.0,471.57142857142856,557.5,113.02,112.96,106.05,112.62714285714286,108.22933333333332,1477.5,1223.0,1243.0,1354.142857142857,1304.9,81.915,82.445,82.125,82.05071428571429,82.40116666666668,611.0,593.0,586.5,597.2857142857143,589.3,505.5,486.0,488.0,493.4285714285714,487.06666666666666,95.5,95.5,96.0,95.5,95.76666666666668,6,1.0,1.0,0.0,0.0,42.0,2,25,171,1,0,0,0.0,193.0,5.151223115764391e-05,5.151223115764391e-05,0.0,0.0,0.0,none,0.0,Capesize Bulk,12.1,11748.5,40.46,166953.0,278.37,45.83,18.5,1.5,1.0,Chennai,Tubarao (BR),Lump Iron Ore,137.9,112.7,91.1,0.4,11.3,10.1,4.37,3.63,11.51,4.69,3.23,6.45,153596.76,13.07426043596232
2023-06-21,1138.0,real,1730.0,real,1157.0,real,761.0,real,455.0,real,0.0544381683056791,0.8463193609143073,-0.3060975609756098,13.43475983158234,112.85,real,1477.5,real,95.5,forward_filled_monthly,81.94,real,608.0,498.5,real,58.539724703139306,27.46497954317609,28.06085589894941,1078.0,1056.0,1640.0,1086.2857142857142,1187.6,1540.0,1532.0,2630.0,1579.428571428571,1729.1333333333334,1174.0,1144.0,1481.0,1172.571428571429,1179.1,759.0,726.0,1114.0,744.2857142857143,895.8666666666667,458.0,491.0,638.0,466.4285714285714,551.4,113.08,111.14,106.85,112.87142857142858,108.42933333333332,1477.5,1223.0,1240.0,1390.5,1312.8166666666666,82.005,82.415,81.925,81.98285714285714,82.40166666666667,610.0,586.5,587.0,600.3571428571429,590.0,506.5,479.5,486.0,496.1428571428572,487.48333333333335,95.5,95.5,96.0,95.5,95.75,6,2.0,1.0,0.0,0.0,43.0,2,25,172,1,0,0,0.0,194.0,4.796112113039212e-05,4.796112113039212e-05,0.0,0.0,0.0,none,0.0,Supramax / Ultramax Bulk,14.0,6718.0,19.99,63320.2,187.63,32.17,12.66,7.9,1.023,Paradip,Port Hedland (AU),Thermal Coal,137.9,112.7,91.1,0.4,11.3,10.1,4.37,3.63,11.51,4.69,3.23,6.45,58254.584,9.247166441093224
